No.,Ticker,Company,Combined_Score,Market Cap_dr,Forward P/E_dr,P/B_dr,P/Free Cash Flow_dr,EPS growth this year_dr,EPS growth next year_dr,Dividend Yield_dr,Return on Assets_dr,Total Debt/Equity_dr,Institutional Ownership_dr,Float Short_dr,Performance (Month)_dr,Performance (Quarter)_dr,Average Volume_dr,Beta_dr,Market Cap,Forward P/E,P/B,P/Free Cash Flow,EPS growth this year,EPS growth next year,Dividend Yield,Return on Assets,Total Debt/Equity,Institutional Ownership,Float Short,Performance (Month),Performance (Quarter),Average Volume,Beta,Sector,Industry,Country,P/E,Price,Change,Volume,PEG,P/S,P/Cash,EPS growth past 5 years,EPS growth next 5 years,Sales growth past 5 years,Return on Equity,Return on Investment,Current Ratio,Quick Ratio,LT Debt/Equity,Gross Margin,Operating Margin,Profit Margin,Earnings Date,Shares Outstanding,Shares Float,Insider Ownership,Insider Transactions,Institutional Transactions,Short Ratio,Performance (Week),Performance (Half Year),Performance (Year),Performance (YTD),Volatility (Week),Volatility (Month),Analyst Recom,Relative Volume,Average True Range,20-Day Simple Moving Average,50-Day Simple Moving Average,200-Day Simple Moving Average,52-Week High,52-Week Low,Relative Strength Index (14),Change from Open,Gap,Market Cap_Rank,Forward P/E_Rank,P/B_Rank,P/Free Cash Flow_Rank,EPS growth this year_Rank,EPS growth next year_Rank,Dividend Yield_Rank,Return on Assets_Rank,Total Debt/Equity_Rank,Institutional Ownership_Rank,Float Short_Rank,Performance (Month)_Rank,Performance (Quarter)_Rank,Average Volume_Rank,Beta_Rank,Combined_Rank
259,HLT,Hilton Worldwide Holdings Inc.,158,9,14,19,7,1,8,16,7,19,2,10,9,10,13,14,37497.46,21.14,1000.0,23.23,210.5,13.41,0.42,8.1,100.0,98.6,1.66,-0.58,-3.8,1663.07,1.23,Consumer Cyclical,Lodging,USA,31.1,141.58,-0.08%,1245392,1.08,4.01,41.62,25.10%,28.84%,1.50%,-118.30%,21.20%,0.8,0.8,,41.70%,23.80%,13.40%,4/26/2023 8:30:00 AM,266.0,259.65,0.20%,-6.78%,-2.78%,2.59,-2.10%,9.00%,5.26%,12.04%,2.06%,2.13%,2.4,0.75,0.022531430993078114,-2.33%,-0.18%,4.21%,-7.40%,30.60%,45.38,0.02%,-0.11%,205,347,472,155,19,193,385,174,477,45,234,208,235,305,337,3791
260,MCD,McDonald's Corporation,158,2,16,20,16,15,13,10,4,20,18,3,6,2,9,4,215225.68,24.49,1000.0,151.73,-17.0,8.96,2.05,13.7,100.0,70.2,0.9,2.45,12.85,2575.97,0.64,Consumer Cyclical,Restaurants,USA,31.78,296.14,0.46%,1801866,3.71,9.19,58.04,2.90%,8.57%,0.30%,-111.30%,24.00%,1.5,1.5,,57.50%,38.70%,29.40%,4/25/2023 8:30:00 AM,730.9,728.42,0.21%,-1.71%,0.21%,2.56,-0.16%,6.61%,21.16%,12.37%,0.97%,0.92%,2.0,0.7,0.010029040318768152,0.80%,5.17%,10.85%,-0.91%,29.69%,65.74,0.32%,0.14%,29,397,500,384,363,312,228,81,483,439,64,142,43,210,86,3761
261,PSA,Public Storage,158,6,16,16,19,2,16,3,1,14,14,14,11,8,16,2,51863.37,24.53,9.12,3000.0,138.1,6.1,4.05,23.6,1.21,81.1,2.52,-2.8,-1.31,1096.73,0.46,Real Estate,REIT - Industrial,USA,12.59,295.99,0.34%,470553,0.74,12.05,74.58,28.40%,17.00%,9.40%,73.00%,33.80%,,,1.21,74.90%,,96.30%,5/3/2023 4:30:00 PM,175.45,151.79,8.20%,0.02%,0.61%,3.49,0.03%,3.96%,-1.53%,5.64%,1.63%,2.00%,2.0,0.43,0.020000675698503327,1.47%,0.27%,-1.91%,-17.12%,9.57%,51.62,0.20%,0.13%,143,398,389,455,28,397,72,18,330,332,341,264,199,381,30,3777
262,MAA,"Mid-America Apartment Communities, Inc.",158,14,18,9,12,7,17,4,10,10,4,12,4,14,18,5,17863.8,31.64,2.87,52.23,19.0,4.53,3.65,5.8,0.71,95.6,2.12,4.05,-10.49,715.2,0.75,Real Estate,REIT - Residential,USA,26.94,153.39,0.17%,553892,3.85,8.62,125.45,14.00%,7.00%,5.70%,10.90%,6.30%,,,0.71,61.20%,32.60%,31.80%,4/26/2023 4:30:00 PM,116.18,114.67,0.10%,-6.48%,-1.51%,3.4,0.66%,0.74%,-13.39%,-2.29%,1.39%,1.73%,2.6,0.77,0.018188930177977704,1.90%,2.41%,-4.01%,-19.34%,10.61%,56.64,-0.02%,0.19%,349,449,212,282,164,421,97,228,229,101,292,100,338,437,117,3816
263,PEAK,"Healthpeak Properties, Inc.",158,18,19,4,20,1,18,1,13,12,3,9,10,18,5,7,11530.77,37.72,1.7,3000.0,324.5,2.96,5.72,3.6,0.98,97.5,1.63,-2.28,-21.34,4741.24,0.88,Real Estate,REIT - Healthcare Facilities,USA,21.12,20.97,-0.52%,2465871,,5.52,160.15,0.00%,-6.00%,2.20%,8.70%,5.00%,,,0.96,58.10%,17.90%,26.90%,4/27/2023 4:30:00 PM,537.92,535.96,0.29%,1.13%,-2.27%,1.84,-2.37%,-12.26%,-28.65%,-16.35%,1.82%,2.09%,2.2,0.52,0.02241297091082499,-1.30%,-2.75%,-14.44%,-31.81%,3.76%,42.78,-1.04%,0.52%,438,469,101,491,8,441,26,310,291,64,226,249,449,116,171,3850
264,UDR,"UDR, Inc.",158,17,20,11,11,18,2,3,17,15,1,12,6,11,9,5,13611.12,58.7,3.51,42.82,-47.1,35.58,4.06,0.9,1.44,101.52,2.0,2.94,-6.15,2394.53,0.74,Real Estate,REIT - Residential,USA,135.67,41.38,0.07%,1850541,,8.73,11342.6,-10.00%,,8.80%,2.50%,2.60%,,,1.33,65.80%,17.30%,6.40%,4/26/2023 4:30:00 PM,328.79,323.63,0.30%,-1.99%,-2.26%,2.7,0.12%,10.17%,-12.77%,6.84%,1.51%,2.13%,2.3,0.77,0.02102464958917351,0.90%,1.97%,-1.02%,-18.30%,11.30%,55.3,0.02%,0.05%,405,489,254,256,442,44,69,422,354,17,283,127,268,222,114,3766
265,UAL,"United Airlines Holdings, Inc.",159,16,1,7,3,2,6,20,14,18,19,19,2,12,3,17,14784.89,4.24,2.21,10.04,136.6,16.39,0.0,2.8,4.63,60.7,5.23,7.41,-7.74,7558.98,1.41,Industrials,Airlines,USA,7.87,45.08,0.00%,4202696,0.13,0.3,0.86,-19.10%,59.44%,3.50%,34.20%,5.40%,0.9,0.9,4.13,55.40%,7.50%,3.90%,4/18/2023 4:30:00 PM,327.4,325.89,0.30%,1.97%,-5.74%,2.25,0.60%,6.40%,4.40%,19.58%,3.17%,3.46%,2.3,0.55,0.03527062999112689,2.24%,0.34%,6.17%,-18.10%,42.75%,52.95,-0.74%,0.74%,388,4,161,66,29,133,499,349,431,472,461,37,295,65,405,3795
266,SYF,Synchrony Financial,159,18,1,2,1,15,13,5,15,13,1,16,16,19,5,19,11747.03,5.08,0.94,1.74,-16.2,8.42,3.4,2.6,1.2,100.83,3.15,-9.04,-25.65,5529.05,1.58,Financial,Credit Services,USA,4.76,27.08,-1.20%,7193461,,0.66,0.77,18.60%,-3.62%,0.90%,21.30%,42.90%,,,1.2,,65.60%,14.80%,4/19/2023 8:30:00 AM,434.4,425.45,0.40%,-15.25%,-4.55%,2.42,-0.95%,-22.65%,-23.35%,-17.59%,3.09%,3.05%,2.5,1.31,0.03508124076809453,-5.76%,-8.68%,-17.80%,-33.77%,1.84%,35.82,-2.13%,0.95%,432,11,27,2,355,325,111,355,326,21,387,398,471,103,455,3779
267,CFG,"Citizens Financial Group, Inc.",159,17,1,1,1,15,19,1,17,5,7,18,20,20,2,15,12002.7,5.75,0.54,4.32,-20.5,-0.8,6.77,0.9,0.36,92.1,4.0,-16.07,-42.49,9114.81,1.32,Financial,Banks - Regional,USA,5.96,24.8,0.00%,5958956,7.01,1.46,1.35,9.60%,0.85%,7.50%,9.40%,17.10%,,,0.32,,71.10%,24.90%,4/19/2023 8:30:00 AM,485.44,479.14,0.30%,-10.40%,-0.02%,2.1,-6.20%,-37.47%,-34.79%,-37.01%,3.75%,4.64%,2.3,0.65,0.054838709677419356,-11.61%,-19.08%,-33.25%,-44.67%,6.12%,32.54,-0.80%,0.81%,424,15,5,20,371,463,15,423,106,165,428,480,496,51,375,3837
268,LUV,Southwest Airlines Co.,159,15,2,4,2,18,2,8,16,11,16,14,18,17,3,13,17239.27,7.57,1.65,5.41,-47.7,43.34,2.51,1.8,0.78,76.1,2.68,-11.11,-17.18,6924.47,1.15,Industrials,Airlines,USA,28.86,28.63,-1.17%,5101517,0.51,0.69,1.48,-24.70%,56.74%,2.40%,6.10%,3.40%,1.3,1.2,0.78,67.40%,3.10%,2.70%,4/27/2023 8:30:00 AM,594.0,591.67,0.10%,-1.18%,-4.50%,2.29,-3.47%,-23.04%,-33.43%,-14.97%,2.26%,2.79%,2.4,0.73,0.030736989172197,-6.91%,-8.52%,-18.07%,-38.38%,-0.47%,33.45,-1.58%,0.41%,356,45,92,33,444,36,189,386,255,390,352,435,416,75,303,3807
269,STLD,"Steel Dynamics, Inc.",159,15,4,6,2,5,20,11,1,5,11,17,15,18,11,18,16394.72,10.11,2.0,5.2,34.5,-39.52,1.75,24.2,0.37,85.7,3.6,-7.6,-20.54,1869.95,1.5,Basic Materials,Steel,USA,5.18,97.2,0.22%,1312489,0.18,0.76,7.07,51.50%,28.06%,18.50%,42.40%,35.30%,4.2,2.5,0.36,25.00%,20.50%,15.70%,4/19/2023 4:30:00 PM,171.6,165.28,5.80%,-0.03%,-3.40%,3.18,-1.02%,5.59%,28.96%,-0.51%,3.60%,3.56%,2.9,0.7,0.04002057613168724,-5.74%,-11.10%,-2.24%,-28.77%,55.67%,36.31,-0.97%,1.20%,364,99,135,30,120,501,254,16,110,265,417,373,442,276,434,3836
270,TRGP,Targa Resources Corp.,159,15,5,14,2,5,4,7,11,18,8,8,16,13,13,20,15751.11,10.62,6.2,6.77,41.5,19.81,2.86,4.9,4.77,90.8,1.49,-8.78,-8.94,1677.86,2.27,Energy,Oil & Gas Midstream,USA,18.12,69.89,0.29%,1862722,0.56,0.77,74.37,34.60%,32.20%,18.90%,36.80%,14.00%,0.7,0.6,4.48,23.40%,13.00%,4.30%,5/4/2023 8:30:00 AM,226.4,222.93,0.70%,-7.96%,1.39%,1.98,-2.77%,2.31%,1.60%,-4.91%,2.27%,2.27%,1.6,1.11,0.027328659321791383,-5.46%,-4.71%,-1.75%,-13.07%,25.79%,38.45,-0.51%,0.80%,372,109,348,41,104,97,157,268,433,192,197,392,317,304,488,3819
271,IPG,"The Interpublic Group of Companies, Inc.",159,16,6,11,16,12,16,5,11,11,1,17,11,8,6,12,13997.6,11.79,3.98,267.64,-0.7,6.38,3.37,5.2,0.81,101.87,3.38,-3.16,-0.97,4146.89,1.12,Communication Services,Advertising Agencies,USA,15.98,36.77,1.41%,5677483,2.39,1.29,8.34,11.20%,6.70%,3.80%,25.80%,16.00%,1.0,1.0,0.81,16.30%,12.10%,8.30%,4/27/2023 8:30:00 AM,385.8,384.49,0.51%,-8.09%,-1.20%,3.14,3.32%,22.98%,18.77%,10.39%,1.66%,2.11%,2.4,1.38,0.02284471036170791,0.90%,2.41%,12.40%,-6.96%,46.26%,54.54,0.99%,0.41%,398,139,266,395,283,388,113,257,265,15,405,270,193,138,290,3815
272,HII,"Huntington Ingalls Industries, Inc.",159,20,6,7,6,10,6,8,10,11,9,13,15,14,20,4,7849.85,11.84,2.19,21.68,7.0,15.46,2.54,5.3,0.81,89.2,2.21,-7.65,-11.77,382.45,0.63,Industrials,Aerospace & Defense,USA,13.77,195.27,-0.76%,266625,1.86,0.73,24.69,6.70%,7.41%,7.50%,17.40%,6.60%,1.0,0.9,0.7,13.40%,5.30%,5.30%,5/4/2023 8:30:00 AM,39.9,38.99,0.10%,-17.32%,-1.63%,2.26,-1.13%,-18.23%,-5.22%,-15.35%,2.07%,1.96%,2.7,0.69,0.021764736006555024,-3.65%,-5.11%,-12.71%,-24.90%,3.59%,38.81,-1.44%,0.70%,479,141,156,144,236,144,184,249,261,217,304,374,351,483,78,3801
273,NSC,Norfolk Southern Corporation,159,7,9,11,10,8,14,8,8,13,16,7,6,15,12,15,47874.71,14.69,3.79,38.7,14.5,8.08,2.55,7.7,1.18,76.8,1.29,2.38,-12.65,1785.72,1.28,Industrials,Railroads,USA,16.31,211.91,0.76%,1250698,2.98,3.69,86.73,14.20%,5.47%,3.90%,23.50%,14.10%,0.8,0.7,1.15,49.60%,34.20%,23.40%,4/26/2023 8:30:00 AM,227.7,227.46,0.10%,-10.06%,-1.32%,1.65,1.53%,-8.08%,-14.05%,-14.00%,1.90%,2.03%,2.6,0.7,0.020857911377471568,2.21%,1.84%,-8.85%,-19.80%,7.94%,57.12,0.24%,0.52%,157,209,262,238,195,335,180,180,320,384,157,146,362,293,360,3778
274,SJM,The J. M. Smucker Company,159,15,11,6,14,16,12,8,12,7,13,17,6,4,17,1,16782.88,16.65,2.02,79.84,-25.1,9.35,2.58,4.4,0.52,82.7,3.69,2.84,6.19,918.68,0.22,Consumer Defensive,Packaged Foods,USA,23.76,158.15,0.48%,757061,6.27,2.02,161.06,2.70%,3.79%,1.60%,8.70%,6.40%,1.2,0.5,0.52,32.20%,13.10%,8.50%,2/28/2023 8:30:00 AM,106.5,101.92,1.30%,-8.31%,-1.02%,4.1,-0.03%,7.13%,9.50%,-0.20%,1.06%,1.38%,3.1,0.82,0.013784381915902625,2.05%,2.63%,6.74%,-3.02%,31.99%,59.24,0.55%,-0.06%,359,254,139,343,386,302,177,288,161,311,422,131,100,407,3,3783
275,NEM,Newmont Corporation,159,9,11,5,19,20,10,5,20,4,13,12,17,10,3,1,36461.2,17.3,1.88,3000.0,-141.8,11.41,3.48,-1.4,0.32,82.3,2.11,-9.96,-4.25,8430.36,0.35,Basic Materials,Gold,USA,,45.94,0.13%,6288491,,3.15,10.41,-20.00%,16.80%,10.10%,-2.60%,-1.00%,2.4,1.7,0.31,43.70%,-0.80%,-4.50%,4/27/2023 8:30:00 AM,794.0,792.44,0.10%,-9.42%,-3.09%,1.98,-5.71%,6.02%,-32.86%,-2.67%,2.21%,2.61%,2.6,0.74,0.028950805398345672,-4.33%,-3.45%,-0.51%,-34.52%,22.67%,39.68,0.81%,-0.68%,212,275,123,454,491,237,107,479,93,320,291,419,241,56,12,3810
276,GPC,Genuine Parts Company,159,12,12,14,13,5,15,9,8,11,13,10,5,9,15,8,24117.96,17.6,6.12,58.85,33.3,7.0,2.23,7.5,0.86,82.4,1.7,3.91,-1.38,1186.29,0.9,Consumer Cyclical,Specialty Retail,USA,19.54,170.65,-0.58%,510842,4.25,1.07,37.04,12.90%,4.60%,6.30%,33.00%,17.20%,1.2,0.6,0.79,35.10%,7.50%,5.50%,4/20/2023 8:30:00 AM,140.8,137.98,0.10%,1.15%,1.07%,1.97,-1.77%,-4.33%,32.02%,-1.65%,1.56%,1.59%,2.7,0.43,0.0169938470553765,0.94%,2.57%,2.15%,-9.10%,35.92%,53.9,-0.69%,0.12%,288,284,345,309,122,371,217,183,275,317,242,104,203,372,178,3810
277,CMS,CMS Energy Corporation,159,14,12,8,18,9,14,6,15,16,6,14,8,7,11,1,17951.26,18.43,2.62,3000.0,8.7,7.86,3.16,2.2,2.11,94.0,2.65,-0.02,0.5,2055.48,0.36,Utilities,Utilities - Regulated Electric,USA,29.24,61.72,0.28%,1323792,3.77,2.11,31.44,3.80%,7.75%,5.50%,10.00%,5.30%,1.0,0.8,1.9,62.10%,12.70%,8.00%,4/27/2023 8:30:00 AM,290.7,288.35,0.45%,-0.59%,-1.61%,3.72,-0.42%,9.78%,-10.00%,-2.54%,1.55%,1.68%,2.4,0.64,0.017822423849643554,0.19%,1.27%,-0.82%,-14.24%,17.76%,51.82,-0.48%,0.76%,347,301,195,451,226,341,127,372,398,130,348,199,172,253,14,3874
278,ROST,"Ross Stores, Inc.",159,9,13,16,13,13,12,13,5,8,7,10,8,13,10,9,35070.42,19.22,8.28,58.06,-10.1,9.95,1.28,11.4,0.57,92.5,1.71,0.31,-9.26,2168.74,0.99,Consumer Cyclical,Apparel Retail,USA,23.84,104.51,1.93%,1978040,2.13,1.88,7.7,5.60%,11.19%,5.80%,36.40%,22.50%,1.9,1.3,0.57,25.40%,10.60%,8.10%,5/18/2023 4:30:00 PM,339.75,338.2,0.10%,-9.70%,-0.33%,2.67,0.07%,14.44%,18.96%,-9.96%,2.09%,1.97%,2.0,0.91,0.021146301789302456,-0.07%,-0.41%,2.27%,-14.65%,50.94%,49.51,1.47%,0.46%,219,317,378,306,327,282,308,117,185,158,244,192,320,240,216,3809
279,WST,"West Pharmaceutical Services, Inc.",159,11,19,16,14,14,8,16,3,3,5,9,10,1,19,11,26735.08,41.38,9.66,75.27,-11.6,13.16,0.21,15.8,0.08,95.5,1.62,-1.83,32.78,513.48,1.09,Healthcare,Medical Instruments & Supplies,USA,49.88,360.02,-0.02%,410346,1.83,9.27,30.16,20.10%,27.20%,12.50%,21.30%,19.40%,3.6,2.8,0.07,38.90%,22.50%,19.10%,4/27/2023 8:30:00 AM,74.5,73.57,0.20%,-51.19%,-1.62%,2.31,-2.29%,62.53%,23.80%,52.97%,1.49%,2.08%,2.3,0.8,0.02110993833675907,-1.09%,3.77%,25.42%,-4.43%,74.61%,52.31,-0.07%,0.05%,267,476,395,336,333,201,392,61,54,105,223,238,4,467,268,3820
280,EMN,Eastman Chemical Company,160,19,3,5,5,11,8,3,11,13,10,10,14,13,17,18,9390.48,8.71,1.8,16.56,1.6,13.96,4.02,4.7,1.09,87.8,1.69,-5.61,-9.45,958.06,1.52,Basic Materials,Specialty Chemicals,USA,14.02,78.7,-0.14%,729851,1.57,0.91,15.68,-2.40%,8.93%,2.10%,13.20%,9.50%,1.3,0.7,0.89,20.60%,10.40%,6.70%,4/27/2023 4:30:00 PM,118.9,118.16,0.69%,-0.23%,-2.99%,2.08,-2.78%,-0.63%,-22.74%,-3.36%,2.16%,2.41%,2.5,0.76,0.027573062261753493,-3.00%,-3.74%,-6.85%,-30.22%,12.57%,41.14,-0.51%,0.37%,465,76,112,111,268,177,74,276,312,237,240,335,324,404,440,3851
281,FOXA,Fox Corporation,160,15,4,4,3,18,19,11,11,9,1,18,17,16,7,7,15870.87,9.96,1.57,10.02,-41.5,-3.23,1.63,5.2,0.71,103.2,4.49,-9.49,-14.21,3414.67,0.87,Communication Services,Entertainment,USA,14.54,30.72,0.16%,4623972,1.43,1.06,3.83,-0.90%,10.15%,7.10%,10.50%,10.60%,1.8,1.6,0.59,35.50%,11.80%,7.80%,5/9/2023 8:30:00 AM,521.0,436.89,0.20%,-6.53%,-1.09%,5.74,-3.91%,8.02%,-7.50%,1.15%,3.19%,2.71%,2.7,1.36,0.029622395833333336,-6.07%,-7.66%,-5.99%,-17.55%,9.66%,32.91,1.15%,-0.98%,371,96,85,65,429,473,268,256,226,10,442,406,381,164,169,3841
282,UPS,"United Parcel Service, Inc.",160,2,8,15,14,13,11,4,3,13,17,11,18,13,7,11,146207.45,14.21,7.25,74.1,-10.1,10.16,3.85,15.2,1.11,72.5,1.8,-11.78,-9.03,3386.41,1.09,Industrials,Integrated Freight & Logistics,USA,13.62,168.5,-1.02%,3346831,3.76,1.48,15.56,20.00%,3.62%,8.50%,59.00%,24.90%,1.3,1.3,0.99,77.10%,12.50%,10.90%,4/25/2023 8:30:00 AM,862.0,720.52,,,-0.44%,3.83,-4.12%,2.74%,-5.05%,-3.07%,1.66%,1.78%,2.3,0.99,0.022433234421364984,-7.49%,-9.04%,-7.52%,-19.53%,8.80%,31.5,-0.36%,-0.66%,49,196,366,334,326,272,85,68,314,419,257,443,318,169,264,3880
283,TMUS,"T-Mobile US, Inc.",160,2,9,8,12,12,2,18,16,14,20,18,13,8,5,3,171224.64,14.98,2.63,50.4,-3.8,34.97,0.0,1.8,1.21,42.6,4.77,-4.16,0.29,5217.6,0.56,Communication Services,Telecom Services,USA,43.14,144.12,1.00%,3914830,0.66,2.17,37.71,-2.40%,65.36%,14.40%,5.50%,4.00%,0.8,0.7,1.12,60.60%,10.30%,4.80%,4/27/2023 4:30:00 PM,1219.61,589.74,0.30%,-6.62%,-1.03%,5.39,0.39%,-3.04%,16.90%,2.94%,1.31%,1.42%,2.0,0.75,0.015681376630585622,-0.83%,-0.49%,0.03%,-6.65%,18.48%,48.52,0.82%,0.18%,38,214,198,279,301,45,430,384,329,499,451,306,178,110,61,3823
284,HD,"The Home Depot, Inc.",160,1,11,19,14,10,16,7,1,19,18,8,9,13,6,8,291335.6,17.38,188.62,78.59,7.4,6.17,2.88,22.4,27.65,71.7,1.4,-0.58,-8.24,3968.2,0.93,Consumer Cyclical,Home Improvement Retail,USA,17.4,290.47,0.97%,3438271,6.92,1.85,105.67,17.70%,2.52%,9.30%,,41.70%,1.4,0.3,26.86,33.50%,15.30%,10.90%,5/16/2023 8:30:00 AM,1016.0,1005.84,0.08%,-7.23%,0.41%,3.54,0.29%,1.30%,2.65%,-8.04%,1.84%,1.87%,2.3,0.86,0.01982993080180397,-1.17%,-0.19%,-3.72%,-16.35%,9.81%,47.82,0.86%,0.11%,21,276,462,342,234,396,152,23,461,428,178,209,305,145,193,3825
285,ORLY,"O'Reilly Automotive, Inc.",160,6,15,20,7,10,10,19,2,20,11,9,2,2,20,7,58495.68,23.18,1000.0,23.5,7.6,11.17,0.0,17.7,100.0,85.6,1.62,8.35,16.57,404.77,0.88,Consumer Cyclical,Specialty Retail,USA,27.8,962.1,0.40%,343047,2.56,3.95,976.56,22.60%,10.85%,9.90%,-176.70%,70.30%,0.7,0.1,,51.00%,20.30%,14.90%,4/26/2023 4:30:00 PM,61.84,60.39,0.60%,-23.00%,-2.93%,2.42,2.27%,16.10%,58.36%,13.99%,1.23%,1.48%,2.2,0.85,0.013865502546512837,4.43%,10.57%,19.86%,0.10%,70.92%,79.38,0.33%,0.07%,127,375,497,158,232,241,460,43,496,266,224,28,27,478,173,3825
286,MSI,"Motorola Solutions, Inc.",160,7,16,19,12,9,11,13,5,19,10,2,7,4,18,8,48373.55,23.55,210.01,56.05,10.6,10.32,1.2,11.3,25.71,88.3,0.76,1.23,7.9,709.08,0.94,Technology,Communication Equipment,USA,36.94,292.96,1.57%,610145,3.64,5.31,47.33,12.40%,10.16%,7.40%,,24.60%,1.2,0.9,25.7,46.40%,,15.10%,5/4/2023 4:30:00 PM,167.72,166.35,0.10%,-66.01%,0.36%,1.78,4.05%,15.51%,45.07%,13.68%,1.30%,1.49%,2.1,0.86,0.016418623702894593,1.10%,4.67%,13.50%,-0.72%,50.10%,58.03,0.98%,0.59%,154,385,463,298,215,265,316,119,460,231,33,171,84,440,194,3828
287,CHD,"Church & Dwight Co., Inc.",160,12,18,15,11,18,13,13,11,9,12,9,2,1,14,2,23541.82,28.78,6.44,42.06,-49.3,8.69,1.13,5.0,0.66,84.7,1.59,8.03,16.85,1350.27,0.46,Consumer Defensive,Household & Personal Products,USA,57.86,96.86,0.50%,1162187,7.41,4.27,116.08,-1.80%,7.81%,7.30%,11.50%,7.90%,1.2,0.6,0.65,42.10%,11.10%,7.50%,4/27/2023 8:30:00 AM,243.8,243.43,0.18%,-48.20%,-0.89%,2.87,-0.69%,33.54%,-0.84%,20.16%,0.92%,1.38%,2.8,0.86,0.013421432996076812,2.96%,8.27%,17.26%,-2.20%,38.06%,69.7,0.83%,-0.33%,292,430,354,253,448,318,319,267,219,285,221,31,25,337,34,3833
288,VRSK,"Verisk Analytics, Inc.",160,10,19,19,12,3,5,15,7,19,6,20,1,1,16,7,31178.6,33.38,477.8,56.3,76.4,17.0,0.63,7.9,41.53,93.8,6.98,10.48,21.63,1076.53,0.85,Industrials,Consulting Services,USA,46.12,215.01,-0.15%,976502,4.25,13.14,134.45,18.90%,10.85%,3.10%,32.80%,21.60%,0.9,0.9,41.49,68.00%,44.60%,21.30%,5/3/2023 8:30:00 AM,152.03,143.34,0.30%,-4.21%,-3.42%,9.29,1.96%,26.57%,23.29%,21.87%,1.33%,1.66%,2.2,0.91,0.01911538998186131,8.05%,12.30%,17.06%,-0.73%,37.78%,74.53,-0.39%,0.25%,242,456,465,300,61,125,371,176,462,137,479,16,12,386,157,3845
289,DLR,"Digital Realty Trust, Inc.",160,11,20,5,20,19,2,2,17,13,2,19,3,15,9,3,28485.26,63.8,1.72,3000.0,-80.9,50.99,5.03,0.8,1.08,98.4,5.42,5.62,-12.88,2557.87,0.54,Real Estate,REIT - Specialty,USA,85.85,97.1,-0.69%,1448076,53.66,5.81,216.78,2.70%,1.60%,13.80%,2.00%,1.50%,,,1.08,59.20%,12.80%,6.80%,4/27/2023 4:30:00 PM,291.22,287.2,0.12%,-3.06%,0.96%,6.09,0.71%,0.01%,-23.54%,-3.16%,2.43%,3.15%,2.4,0.56,0.03110195674562307,0.41%,-0.36%,-9.06%,-31.51%,13.22%,50.52,-0.58%,-0.10%,260,491,104,493,473,29,44,425,309,49,464,64,365,214,52,3836
290,KEY,KeyCorp,161,19,1,1,1,16,7,1,17,16,11,16,20,20,1,14,8501.57,5.07,0.7,2.46,-26.6,14.92,9.12,0.9,1.92,85.7,3.3,-26.85,-53.76,26820.43,1.27,Financial,Banks - Regional,USA,5.09,8.99,-1.10%,29034584,,1.38,2.44,8.90%,-2.10%,4.30%,14.40%,11.90%,,,1.92,,65.90%,26.90%,4/20/2023 8:30:00 AM,935.26,931.57,0.10%,4.11%,-0.17%,1.15,-8.55%,-49.78%,-51.61%,-48.39%,5.69%,5.86%,2.5,1.08,0.07563959955506118,-15.75%,-26.53%,-45.71%,-55.71%,5.33%,31.54,-2.28%,1.21%,475,10,12,4,388,153,5,419,389,263,399,499,500,15,352,3883
291,RF,Regions Financial Corporation,161,16,2,2,2,13,19,2,16,3,16,15,19,20,2,14,14562.65,6.9,0.97,7.53,-8.6,-3.26,5.08,1.4,0.15,77.5,2.84,-14.41,-33.5,13144.7,1.22,Financial,Banks - Regional,USA,6.7,15.74,1.42%,11187130,,2.56,1.65,17.10%,-0.88%,5.10%,15.30%,23.40%,,,0.15,,83.40%,38.80%,4/21/2023 8:30:00 AM,935.0,929.75,0.24%,-4.92%,0.74%,2.01,-4.84%,-29.92%,-21.38%,-26.99%,3.48%,3.85%,2.3,0.85,0.044472681067344345,-10.09%,-15.04%,-25.64%,-35.31%,12.91%,32.34,0.70%,0.71%,394,35,30,51,318,474,42,396,62,379,363,467,489,37,334,3871
292,RHI,Robert Half International Inc.,161,20,7,12,5,9,8,7,2,2,3,19,18,18,16,15,7236.59,12.91,4.47,16.86,12.5,13.72,2.86,20.9,0.0,98.2,5.79,-11.21,-20.77,1022.09,1.32,Industrials,Staffing & Employment Services,USA,11.89,67.08,-0.10%,672742,,1.01,13.21,17.70%,-1.30%,6.60%,39.90%,41.40%,2.0,2.0,0.0,42.20%,11.60%,8.60%,4/26/2023 4:30:00 PM,106.42,105.49,0.20%,-12.55%,-3.00%,5.98,-2.78%,-9.49%,-28.34%,-9.14%,2.37%,2.42%,3.2,0.65,0.027877161598091834,-6.19%,-10.31%,-13.10%,-29.98%,2.57%,33.54,-0.40%,0.30%,486,166,288,113,210,184,158,28,39,53,470,437,443,394,377,3846
