No.,company_name,EADate,date_status,estimated_eps,previous_eps,Ticker,EATime,EATimeFlag,Ticker.1,Prior Date,Market Cap,Employees,IPO Date,Shares_Outstanding,Price,Price_3M_Ago,Performance (Quarter),Sector,Industry,Country,Purchase date,Sell Date,Sales Growth Past 5 Years,Short Ratio,Total Debt/Equity,Average Volume,QuarterlyPerf
60,Walmart,11/20/2025,confirmed,0.6,0.58,WMT,7:00:00,BMO,WMT,11/20/2025,853972.1,2100000,10/1/1970,7972851122,107.11,97.96,9.30%,Consumer Defensive,Discount Stores,USA,11/19/2025,,11.98%,2,0.5,1000000,9.34
75,Vipshop Holdings,11/20/2025,confirmed,0.35,0.35,VIPS,5:00:00,BMO,VIPS,11/20/2025,8918.4,14966,3/23/2012,493000000,18.09,16.96,6.70%,Consumer Cyclical,Internet Retail,China,11/19/2025,,11.98%,2,0.5,1000000,6.66
49,Diana Shipping,11/20/2025,confirmed,,0,DSX,8:30:00,BMO,DSX,11/20/2025,194.5,981,3/18/2005,115775463,1.68,1.62,3.70%,Industrials,Marine Shipping,Greece,11/19/2025,,11.98%,2,0.5,1000000,3.7
67,ZKH Group,11/20/2025,confirmed,,-0.06,ZKH,5:00:00,BMO,ZKH,11/20/2025,499.8,3262,12/15/2023,162276978,3.08,2.97,3.70%,Consumer Cyclical,Internet Retail,China,11/19/2025,,11.98%,2,0.5,1000000,3.7
24,Dynagas LNG Partners,11/20/2025,confirmed,,0.3,DLNG,8:30:00,BMO,DLNG,11/20/2025,137.4,,11/13/2013,36530944,3.76,3.64,3.30%,Energy,Oil & Gas Midstream,Greece,11/19/2025,,11.98%,2,0.5,1000000,3.3
71,Atkore,11/20/2025,confirmed,1.22,2.43,ATKR,6:05:00,BMO,ATKR,11/20/2025,1950.6,5600,6/10/2016,33665258,57.94,56.54,2.50%,Industrials,Electrical Equipment & Parts,USA,11/19/2025,,11.98%,2,0.5,1000000,2.48
74,NetEase,11/20/2025,confirmed,1.88,1.66,NTES,3:30:00,BMO,NTES,11/20/2025,84816.9,26028,6/30/2000,633198284,133.95,131.87,1.60%,Communication Services,Electronic Gaming & Multimedia,China,11/19/2025,,11.98%,2,0.5,1000000,1.58
66,Sono Group,11/20/2025,confirmed,,-7.67,SSM,6:00:00,BMO,SSM,11/20/2025,9.9,43,11/17/2021,1464186,6.73,,0.00%,Consumer Cyclical,Auto Manufacturers,Germany,11/19/2025,,11.98%,2,0.5,1000000,0
63,Liquidity Services,11/20/2025,confirmed,0.29,0.32,LQDT,6:55:00,BMO,LQDT,11/20/2025,788.7,781,2/23/2006,30676595,25.71,26.2,-1.90%,Consumer Cyclical,Internet Retail,USA,11/19/2025,,11.98%,2,0.5,1000000,-1.87
79,Youdao,11/20/2025,confirmed,,0.11,DAO,3:30:00,BMO,DAO,11/20/2025,1071.3,3750,10/25/2019,119569249,8.96,9.18,-2.40%,Consumer Defensive,Education & Training Services,China,11/19/2025,,11.98%,2,0.5,1000000,-2.4
59,MediWound,11/20/2025,confirmed,-0.82,-0.98,MDWD,7:00:00,BMO,MDWD,11/20/2025,216.2,111,3/20/2014,12821433,16.86,17.39,-3.00%,Healthcare,Biotechnology,Israel,11/19/2025,,11.98%,2,0.5,1000000,-3.05
68,Maximus,11/20/2025,confirmed,1.65,1.46,MMS,6:30:00,BMO,MMS,11/20/2025,4497.3,41100,6/13/1997,54805000,82.06,85.41,-3.90%,Industrials,Specialty Business Services,USA,11/19/2025,,11.98%,2,0.5,1000000,-3.92
52,Warner Music Gr,11/20/2025,confirmed,0.34,0.08,WMG,7:30:00,BMO,WMG,11/20/2025,15510.1,5800,6/3/2020,522403059,29.69,32.55,-8.80%,Communication Services,Entertainment,USA,11/19/2025,,11.98%,2,0.5,1000000,-8.79
54,Cato,11/20/2025,confirmed,,-0.79,CATO,7:00:00,BMO,CATO,11/20/2025,66.1,7000,4/30/1987,19726328,3.35,3.81,-12.10%,Consumer Cyclical,Apparel Retail,USA,11/19/2025,,11.98%,2,0.5,1000000,-12.07
64,Jacobs Solutions,11/20/2025,confirmed,1.68,1.37,J,6:45:00,BMO,J,11/20/2025,15338.8,45000,6/1/1972,118749162,129.17,147.32,-12.30%,Industrials,Engineering & Construction,USA,11/19/2025,,11.98%,2,0.5,1000000,-12.32
72,ATRenew,11/20/2025,confirmed,0.05,0.08,RERE,3:00:00,BMO,RERE,11/20/2025,903.7,2109,6/18/2021,222047806,4.07,4.65,-12.50%,Consumer Cyclical,Internet Retail,China,11/19/2025,,11.98%,2,0.5,1000000,-12.47
55,Construction Partners,11/20/2025,confirmed,1.09,0.56,ROAD,7:30:00,BMO,ROAD,11/20/2025,5618.5,4920,5/4/2018,55944663,100.43,115.98,-13.40%,Industrials,Engineering & Construction,USA,11/19/2025,,11.98%,2,0.5,1000000,-13.41
128,Nano X Imaging,11/20/2025,confirmed,-0.17,-0.15,NNOX,8:00:00,BMO,NNOX,11/20/2025,220.6,165,8/21/2020,63939620,3.45,4.01,-14.00%,Healthcare,Medical Devices,Israel,11/19/2025,,11.98%,2,0.5,1000000,-13.97
53,Evogene,11/20/2025,confirmed,-0.41,-1.31,EVGN,7:00:00,BMO,EVGN,11/20/2025,9.4,75,3/5/2008,8716410,1.08,1.275,-15.30%,Healthcare,Biotechnology,Israel,11/19/2025,,11.98%,2,0.5,1000000,-15.29
134,Magnera,11/20/2025,confirmed,0.13,,MAGN,6:00:00,BMO,MAGN,11/20/2025,362.4,2867,6/1/1972,35600000,10.18,12.48,-18.40%,Basic Materials,Paper & Paper Products,USA,11/19/2025,,11.98%,2,0.5,1000000,-18.43
77,DouYu Intl Hldgs,11/20/2025,confirmed,,-0.19,DOYU,4:00:00,BMO,DOYU,11/20/2025,200.1,819,7/17/2019,30178859,6.63,8.13,-18.40%,Communication Services,Internet Content & Information,China,11/19/2025,,11.98%,2,0.5,1000000,-18.45
23,Valneva,11/20/2025,confirmed,-0.3,-0.15,VALN,1:00:00,BMO,VALN,11/20/2025,732.9,713,5/6/2021,85916977,8.53,11.19,-23.80%,Healthcare,Biotechnology,France,11/19/2025,,11.98%,2,0.5,1000000,-23.77
46,Cadeler,11/20/2025,confirmed,0.64,0.35,CDLR,2:00:00,BMO,CDLR,11/20/2025,1402.8,798,12/8/2023,87619810,16.01,21.28,-24.80%,Industrials,Engineering & Construction,Denmark,11/19/2025,,11.98%,2,0.5,1000000,-24.77
70,Shoe Carnival,11/20/2025,confirmed,0.53,0.71,SCVL,6:10:00,BMO,SCVL,11/20/2025,429.8,5500,3/16/1993,27372822,15.7,21.01,-25.30%,Consumer Cyclical,Apparel Retail,USA,11/19/2025,,11.98%,2,0.5,1000000,-25.27
50,Chemomab Therapeutics,11/20/2025,confirmed,-0.1,-0.8,CMMB,8:00:00,BMO,CMMB,11/20/2025,12.6,16,3/17/2021,5191076,2.43,3.54,-31.40%,Healthcare,Biotechnology,Israel,11/19/2025,,11.98%,2,0.5,1000000,-31.36
78,Sunlands Technology,11/20/2025,confirmed,,0.93,STG,3:30:00,BMO,STG,11/20/2025,77.5,2071,3/23/2018,13496554,5.7399,9.84,-41.70%,Consumer Defensive,Education & Training Services,China,11/19/2025,,11.98%,2,0.5,1000000,-41.67
62,Bath & Body Works,11/20/2025,confirmed,0.4,0.49,BBWI,6:55:00,BMO,BBWI,11/20/2025,3261.9,59210,2/2/1973,206187576,15.82,29.42,-46.20%,Consumer Cyclical,Specialty Retail,USA,11/19/2025,,11.98%,2,0.5,1000000,-46.23
6,Momentus,11/20/2025,confirmed,,-6.3,MNTS,6:01:36,BMO,MNTS,11/20/2025,13.7,123,8/13/2021,22907753,0.6,1.28,-53.10%,Industrials,Aerospace & Defense,USA,11/19/2025,,11.98%,2,0.5,1000000,-53.12
7,Envirotech Vehicles,11/20/2025,confirmed,,-0.76,EVTV,6:01:34,BMO,EVTV,11/20/2025,3.5,22,6/15/2017,3530546,1,2.2,-54.50%,Consumer Cyclical,Auto Manufacturers,USA,11/19/2025,,11.98%,2,0.5,1000000,-54.55
43,Lottery.com,11/20/2025,confirmed,,-14.6,SEGG,6:12:00,BMO,SEGG,11/20/2025,6.2,12,10/29/2021,5039652,1.24,7.225,-82.80%,Consumer Cyclical,Gambling,USA,11/19/2025,,11.98%,2,0.5,1000000,-82.84
5,Caldwell Partners Intl,11/20/2025,confirmed,,-0.016,CWL,17:00:00,AMC,CWL,11/20/2025,NaN,NaN,,NaN,NaN,NaN,NaN,,,,,,11.98%,2,0.5,1000000,0
22,Kaya Holdings,11/20/2025,confirmed,,-0.1,KAYS,16:10:00,AMC,KAYS,11/20/2025,NaN,NaN,,NaN,NaN,NaN,NaN,,,,,,11.98%,2,0.5,1000000,0
42,Subsea 7,11/20/2025,confirmed,,0.31,SUBCY,2:00:00,BMO,SUBCY,11/20/2025,NaN,NaN,,NaN,NaN,NaN,NaN,,,,,,11.98%,2,0.5,1000000,0
