No.,Ticker,Company,Combined_Score,Market Cap_dr,Forward P/E_dr,P/B_dr,P/Free Cash Flow_dr,EPS growth this year_dr,EPS growth next year_dr,Dividend Yield_dr,Return on Assets_dr,Total Debt/Equity_dr,Institutional Ownership_dr,Float Short_dr,Performance (Month)_dr,Performance (Quarter)_dr,Average Volume_dr,Beta_dr,Market Cap,Forward P/E,P/B,P/Free Cash Flow,EPS growth this year,EPS growth next year,Dividend Yield,Return on Assets,Total Debt/Equity,Institutional Ownership,Float Short,Performance (Month),Performance (Quarter),Average Volume,Beta,Sector,Industry,Country,P/E,Price,Change,Volume,PEG,P/S,P/Cash,EPS growth past 5 years,EPS growth next 5 years,Sales growth past 5 years,Return on Equity,Return on Investment,Current Ratio,Quick Ratio,LT Debt/Equity,Gross Margin,Operating Margin,Profit Margin,Earnings Date,Shares Outstanding,Shares Float,Insider Ownership,Insider Transactions,Institutional Transactions,Short Ratio,Performance (Week),Performance (Half Year),Performance (Year),Performance (YTD),Volatility (Week),Volatility (Month),Analyst Recom,Relative Volume,Average True Range,20-Day Simple Moving Average,50-Day Simple Moving Average,200-Day Simple Moving Average,52-Week High,52-Week Low,Relative Strength Index (14),Change from Open,Gap,Market Cap_Rank,Forward P/E_Rank,P/B_Rank,P/Free Cash Flow_Rank,EPS growth this year_Rank,EPS growth next year_Rank,Dividend Yield_Rank,Return on Assets_Rank,Total Debt/Equity_Rank,Institutional Ownership_Rank,Float Short_Rank,Performance (Month)_Rank,Performance (Quarter)_Rank,Average Volume_Rank,Beta_Rank,Combined_Rank
114,CRM,"Salesforce, Inc.",140,2,15,10,8,19,3,17,19,3,14,4,8,1,3,14,197439.33,21.91,3.28,31.28,-85.9,24.67,0.0,0.2,0.18,79.5,1.02,6.42,30.11,8441.7,1.25,Technology,Software - Application,USA,944.9,194.65,0.32%,5071772,48.3,6.3,15.79,-20.60%,19.56%,24.40%,0.40%,0.10%,1.0,1.0,0.16,73.30%,1.70%,0.70%,3/1/2023 4:30:00 PM,984.0,967.51,0.10%,-26.28%,-0.92%,1.17,1.09%,36.80%,-0.08%,46.81%,1.76%,1.91%,2.1,0.6,0.022142306704341124,1.57%,8.04%,19.52%,-2.68%,54.07%,60.54,1.46%,-1.12%,33,364,237,201,472,64,413,456,67,332,89,178,8,61,346,3321
115,BSX,Boston Scientific Corporation,140,5,16,11,14,17,9,19,16,7,4,4,6,3,3,6,75391.1,24.06,4.22,80.37,-35.1,12.73,0.0,2.0,0.51,94.6,1.06,7.92,10.83,7800.61,0.8,Healthcare,Medical Devices,USA,116.08,51.77,0.52%,9464895,10.51,5.94,81.24,-8.40%,11.04%,7.00%,3.70%,3.80%,1.5,1.0,0.51,69.00%,11.50%,5.10%,4/26/2023 8:30:00 AM,1432.9,1429.21,0.20%,-14.79%,0.93%,1.94,3.37%,30.73%,18.30%,11.89%,1.12%,1.42%,1.8,1.21,0.014487154722812439,4.79%,7.56%,18.55%,0.02%,48.00%,72.72,0.74%,-0.21%,104,395,272,349,417,212,459,388,161,94,95,129,52,68,135,3330
116,CPRT,"Copart, Inc.",140,9,18,15,12,8,12,19,2,1,12,4,2,1,11,14,36902.69,29.29,7.05,46.59,16.0,10.21,0.0,19.4,0.0,82.6,1.01,13.26,23.27,1935.27,1.23,Consumer Cyclical,Auto & Truck Dealerships,USA,34.35,77.12,0.50%,1474892,1.54,10.05,,22.10%,22.30%,19.30%,22.70%,23.90%,5.4,5.3,0.0,43.90%,37.00%,29.50%,2/20/2023 4:30:00 PM,476.38,427.93,9.50%,-0.07%,-0.09%,2.24,3.68%,39.33%,27.47%,26.65%,1.32%,1.67%,1.6,0.76,0.015949170124481327,5.14%,8.67%,22.75%,0.33%,50.91%,71.81,0.65%,-0.16%,217,438,360,278,183,284,471,42,14,290,83,41,14,276,336,3327
117,VTRS,Viatris Inc.,141,18,1,1,2,1,19,2,13,12,15,12,11,18,3,13,11669.7,3.4,0.57,5.94,262.6,-0.55,4.86,4.1,0.91,77.1,2.06,3.89,-15.35,9350.99,1.17,Healthcare,Drug Manufacturers - Specialty & Generic,USA,5.79,9.87,-0.50%,5487827,,0.72,8.72,2.10%,-4.35%,6.40%,10.30%,2.20%,1.6,1.1,0.85,43.20%,9.90%,12.80%,2/27/2023 8:30:00 AM,1213.0,1193.82,0.28%,-0.73%,2.14%,2.62,-0.50%,5.11%,-7.50%,-11.32%,1.82%,2.37%,2.6,0.59,0.0243161094224924,2.80%,-7.05%,-5.39%,-20.40%,17.22%,47.19,-0.30%,-0.20%,437,2,5,34,11,473,42,304,287,358,286,277,452,52,309,3329
118,PNC,"The PNC Financial Services Group, Inc.",141,7,2,2,2,9,19,2,17,8,11,4,19,20,7,12,48521.89,8.22,1.08,7.25,9.1,2.04,4.92,1.0,0.58,84.9,1.04,-2.56,-27.82,3551.7,1.1,Financial,Banks - Regional,USA,8.8,121.85,0.36%,12914384,0.8,3.14,1.41,11.80%,10.96%,7.40%,12.10%,15.40%,,,0.58,,81.20%,37.00%,4/14/2023 8:30:00 AM,406.0,396.99,0.10%,-0.02%,-3.60%,1.16,-0.02%,-16.61%,-32.21%,-22.85%,2.63%,3.49%,2.5,3.64,0.035699630693475586,-2.33%,-14.22%,-21.60%,-33.48%,2.84%,36.24,0.29%,0.07%,158,48,30,46,223,454,38,425,186,259,91,470,492,169,280,3369
119,ALL,The Allstate Corporation,141,11,3,5,3,20,1,5,20,7,13,4,16,19,11,3,29439.73,8.4,1.91,7.8,-130.8,99.55,3.17,-1.5,0.51,81.5,1.0,1.37,-18.2,1998.59,0.57,Financial,Insurance - Property & Casualty,USA,,112.13,-1.74%,2287586,,0.57,40.0,-21.60%,-2.19%,5.40%,-8.00%,-5.80%,,,0.51,,-3.60%,-2.80%,5/3/2023 4:30:00 PM,264.3,261.64,0.66%,-4.89%,1.16%,1.31,-2.68%,-14.49%,-21.10%,-17.31%,1.91%,2.74%,2.2,1.14,0.028003210559172393,0.95%,-7.99%,-11.45%,-22.38%,8.65%,43.21,-1.89%,0.16%,260,54,117,52,487,16,122,480,159,305,82,379,470,265,66,3314
120,PEG,Public Service Enterprise Group Incorporated,141,10,11,7,19,1,15,4,16,15,16,2,5,8,9,3,31602.05,17.16,2.3,3000.0,260.1,7.65,3.59,2.1,1.48,72.9,0.74,8.32,1.13,2629.02,0.58,Utilities,Utilities - Regulated Electric,USA,30.84,63.5,0.03%,2763612,12.85,3.22,67.96,4.70%,2.40%,1.50%,7.60%,4.10%,0.6,0.5,1.2,,14.10%,10.50%,2/21/2023 8:30:00 AM,498.77,498.29,0.10%,-1.49%,0.31%,1.41,0.30%,18.74%,-11.71%,3.64%,1.42%,2.00%,2.3,1.05,0.01921259842519685,4.43%,5.06%,3.88%,-16.02%,20.93%,63.73,0.78%,-0.74%,245,264,161,459,13,357,88,384,353,394,30,115,184,210,68,3325
121,FCX,Freeport-McMoRan Inc.,141,5,13,11,5,15,5,15,9,9,14,5,1,12,2,20,61794.76,18.54,3.97,14.57,-17.8,17.58,0.7,6.9,0.68,79.3,1.2,21.77,-4.13,12650.12,2.0,Basic Materials,Copper,USA,18.13,43.16,0.49%,11635203,,2.71,7.59,20.60%,-11.10%,6.80%,22.90%,18.30%,2.5,1.6,0.62,33.80%,31.00%,15.20%,1/25/2023 8:30:00 AM,1432.0,1421.84,0.60%,-1.00%,-0.48%,1.35,7.32%,50.57%,-9.14%,13.98%,2.46%,2.71%,2.4,0.92,0.030583873957367936,10.01%,6.41%,22.52%,-15.18%,75.09%,67.44,-0.16%,0.65%,124,303,266,105,364,114,366,212,226,337,118,5,288,42,480,3350
122,WMT,Walmart Inc.,141,1,15,13,13,14,11,11,12,8,20,2,8,7,4,2,397252.29,21.97,5.22,67.68,-12.4,10.42,1.54,4.7,0.58,32.9,0.74,6.33,2.53,6672.83,0.49,Consumer Defensive,Discount Stores,USA,34.75,148.48,-0.68%,3488209,6.83,0.65,46.06,5.90%,5.09%,4.10%,15.40%,11.80%,0.8,0.2,0.51,24.10%,3.30%,1.90%,2/21/2023 8:30:00 AM,2697.0,1383.27,0.90%,-78.78%,-0.56%,1.53,-1.54%,13.20%,-3.10%,4.72%,1.08%,1.27%,1.9,0.52,0.013604525862068966,2.33%,3.75%,6.91%,-7.64%,26.61%,60.64,-0.37%,-0.31%,15,365,314,325,337,275,275,281,187,480,33,183,159,83,41,3353
123,PFG,"Principal Financial Group, Inc.",142,14,4,5,2,1,10,5,16,6,15,14,5,18,12,15,18351.72,10.09,1.86,7.6,200.7,11.15,3.37,1.7,0.41,76.9,2.62,8.9,-14.11,1927.57,1.27,Financial,Asset Management,USA,4.03,75.89,1.09%,1291567,0.61,1.33,3.79,26.40%,6.65%,-0.50%,45.40%,8.50%,,,0.4,,17.40%,34.80%,4/27/2023 4:30:00 PM,244.5,241.66,0.40%,-1.90%,-2.08%,3.28,3.36%,-0.20%,3.99%,-9.57%,2.10%,2.77%,3.5,0.67,0.02793516932402161,3.60%,-6.96%,-5.47%,-21.09%,24.31%,49.61,0.07%,1.03%,344,94,114,50,20,245,105,397,127,360,352,103,441,279,353,3384
124,SO,The Southern Company,142,4,12,8,20,4,10,4,15,16,18,8,8,7,6,2,77458.52,17.86,2.58,3000.0,45.5,11.58,3.78,2.7,1.89,63.5,1.44,6.34,2.27,4438.26,0.5,Utilities,Utilities - Regulated Electric,USA,21.99,71.94,-0.72%,3349863,3.01,2.65,40.41,41.60%,7.30%,4.90%,11.90%,5.20%,0.7,0.5,1.67,82.90%,18.30%,12.00%,4/27/2023 8:30:00 AM,1090.0,1086.79,0.10%,-7.98%,2.61%,3.53,-0.51%,16.98%,-4.77%,0.74%,1.43%,1.94%,2.7,0.75,0.0184876285793717,3.60%,7.01%,2.64%,-10.71%,22.24%,65.45,-0.04%,-0.68%,100,282,189,493,92,236,83,362,387,443,181,182,165,129,45,3369
125,ICE,"Intercontinental Exchange, Inc.",142,6,12,8,7,19,12,11,18,11,7,1,3,10,9,8,59046.64,17.89,2.65,23.85,-64.1,9.39,1.56,0.7,0.8,91.2,0.69,10.24,-1.39,2832.43,0.93,Financial,Financial Data & Stock Exchanges,USA,41.82,107.51,0.00%,2051182,7.14,6.13,32.82,-2.80%,5.86%,10.50%,6.40%,8.10%,1.1,1.1,0.8,75.70%,37.70%,15.00%,5/4/2023 8:30:00 AM,559.0,551.69,0.20%,-11.84%,-1.09%,1.34,-0.68%,18.65%,-13.87%,4.80%,1.27%,1.75%,2.0,0.72,0.01767277462561622,5.18%,3.87%,5.98%,-15.03%,21.34%,63.21,-0.18%,0.18%,129,283,193,164,461,302,273,442,258,158,19,75,230,204,192,3383
126,HWM,Howmet Aerospace Inc.,142,14,14,13,9,3,3,16,12,13,5,5,5,5,8,17,17754.07,21.11,4.95,35.79,88.5,23.85,0.38,4.6,1.17,93.6,1.09,8.02,4.6,3185.31,1.45,Industrials,Aerospace & Defense,USA,38.39,42.54,-2.25%,3880778,2.27,3.14,22.45,28.10%,16.90%,-15.30%,13.80%,9.30%,2.1,1.0,1.17,27.50%,15.00%,8.20%,2/14/2023 8:30:00 AM,413.0,410.92,0.69%,-2.08%,0.58%,1.4,2.38%,32.48%,22.66%,7.94%,1.65%,2.08%,1.9,1.22,0.0230371415138693,2.62%,2.15%,13.17%,-4.12%,42.56%,54.58,0.00%,-2.25%,349,345,303,225,52,69,387,286,326,117,105,125,122,184,420,3415
127,TXN,Texas Instruments Incorporated,142,2,14,17,15,8,11,7,1,8,10,12,14,8,5,10,161558.08,21.23,11.14,99.36,13.8,10.48,2.77,33.7,0.6,86.7,2.17,2.63,0.48,5189.97,1.03,Technology,Semiconductors,USA,19.03,178.98,-0.07%,2741942,1.9,8.07,17.82,20.80%,10.00%,6.00%,60.90%,38.00%,4.7,3.8,0.56,68.80%,50.60%,43.50%,4/25/2023 4:30:00 PM,907.0,905.72,0.21%,-0.79%,-1.36%,3.78,0.48%,18.10%,3.46%,8.33%,1.93%,2.18%,2.7,0.53,0.022125377137110293,-0.24%,1.14%,5.17%,-3.93%,23.90%,51.22,0.04%,-0.11%,44,349,407,366,200,274,155,2,199,228,300,336,197,113,238,3408
128,NEE,"NextEra Energy, Inc.",142,2,16,11,9,8,13,8,15,15,13,1,12,15,2,2,153807.84,23.1,3.95,32.82,15.7,8.83,2.4,2.7,1.66,80.3,0.68,3.31,-8.29,9444.9,0.47,Utilities,Utilities - Regulated Electric,USA,37.33,78.02,-1.05%,4909909,3.39,7.34,96.07,2.50%,11.00%,4.10%,11.00%,3.40%,0.5,0.4,1.41,,19.50%,19.80%,1/25/2023 8:30:00 AM,1987.9,1983.26,0.21%,-0.16%,0.98%,1.42,-1.20%,7.24%,-7.00%,-6.67%,1.45%,1.83%,1.9,0.52,0.018713150474237376,1.81%,3.84%,-3.33%,-14.59%,16.07%,57.89,-0.14%,-0.91%,47,381,264,209,185,322,196,363,372,321,18,302,372,51,35,3438
129,NKE,"NIKE, Inc.",142,2,18,17,15,10,3,13,4,9,12,6,7,10,4,12,196397.61,31.08,12.85,114.58,5.5,25.29,1.08,14.1,0.62,82.9,1.31,6.58,-1.52,5938.65,1.11,Consumer Cyclical,Footwear & Accessories,USA,36.34,125.95,-0.38%,4828697,4.25,3.88,18.49,8.40%,8.56%,6.30%,36.90%,24.60%,2.7,1.8,0.58,43.90%,12.30%,11.10%,3/21/2023 4:30:00 PM,1559.0,939.15,0.20%,-4.16%,-0.24%,2.07,4.77%,42.30%,0.73%,7.64%,1.74%,2.25%,2.2,0.81,0.02127828503374355,3.67%,3.46%,13.75%,-9.48%,53.19%,60.18,-0.83%,0.45%,34,450,415,376,245,59,326,85,204,286,150,170,232,99,285,3416
130,CDNS,"Cadence Design Systems, Inc.",142,6,19,18,12,6,9,19,2,4,8,6,9,1,12,11,58346.87,38.37,21.08,52.16,23.7,12.22,0.0,18.0,0.27,90.2,1.25,5.72,27.66,1794.04,1.07,Technology,Software - Application,USA,69.5,214.55,-1.13%,1273030,3.93,16.38,66.13,51.80%,17.68%,12.90%,31.30%,25.10%,1.3,1.2,0.24,89.60%,30.10%,23.80%,4/24/2023 4:30:00 PM,273.21,270.6,0.60%,-24.85%,0.95%,1.89,2.89%,45.00%,39.89%,33.56%,2.17%,2.02%,1.9,0.71,0.020321603355861105,2.84%,7.57%,22.78%,-1.43%,62.15%,62.97,-0.15%,-0.99%,132,472,442,295,145,222,460,48,82,182,138,208,10,295,255,3386
131,DHI,"D.R. Horton, Inc.",143,10,5,4,9,4,18,14,2,4,9,17,15,6,8,18,34356.06,10.44,1.68,31.88,44.6,3.38,1.02,19.5,0.28,87.3,3.97,2.05,2.78,3084.1,1.53,Consumer Cyclical,Residential Construction,USA,6.09,98.25,0.28%,3120333,,1.02,13.26,43.20%,-9.70%,18.90%,30.50%,23.20%,,,0.18,30.90%,22.00%,16.80%,4/20/2023 8:30:00 AM,344.2,302.33,0.60%,-1.76%,0.09%,3.9,2.73%,37.89%,37.11%,10.22%,2.14%,2.25%,2.4,1.01,0.02351145038167939,1.34%,2.32%,18.02%,-5.66%,65.82%,55.72,0.70%,-0.42%,227,103,91,205,96,443,336,40,84,219,425,356,150,191,441,3407
132,TRGP,Targa Resources Corp.,143,14,5,15,3,4,6,10,11,18,7,9,2,6,13,20,17711.28,11.65,6.62,8.14,48.2,16.39,1.8,5.2,4.33,90.8,1.65,14.32,3.32,1622.23,2.26,Energy,Oil & Gas Midstream,USA,20.05,77.91,1.68%,1119070,0.62,0.85,80.87,34.60%,32.20%,18.90%,40.70%,14.00%,0.8,0.6,4.01,19.30%,10.10%,4.30%,2/22/2023 8:30:00 AM,226.4,222.93,0.70%,-14.61%,1.38%,2.27,3.98%,20.16%,1.25%,6.00%,1.53%,2.69%,1.6,0.69,0.02605570530098832,8.29%,5.51%,11.62%,-4.40%,40.23%,64.96,1.33%,0.35%,351,123,356,55,89,129,244,271,433,169,226,27,140,317,488,3418
133,LKQ,LKQ Corporation,143,16,7,8,6,9,14,10,7,6,2,9,9,11,13,16,15014.91,12.87,2.77,20.18,12.3,8.1,1.95,9.5,0.49,97.28,1.56,5.53,-2.9,1610.71,1.35,Consumer Cyclical,Auto Parts,USA,13.77,56.32,0.66%,981235,0.41,1.17,54.01,22.30%,33.50%,5.60%,20.80%,14.70%,1.9,0.7,0.48,40.80%,12.40%,9.00%,4/27/2023 8:30:00 AM,267.8,265.88,0.50%,-90.40%,-2.35%,2.58,3.51%,13.37%,22.54%,5.45%,2.13%,2.05%,1.8,0.61,0.021129261363636364,2.04%,0.27%,4.63%,-5.07%,21.90%,53.79,0.50%,0.16%,395,155,200,133,212,342,232,159,151,47,216,215,266,320,389,3432
134,BKNG,Booking Holdings Inc.,143,4,11,19,5,1,5,19,4,18,5,11,4,1,20,16,100986.17,17.11,36.68,16.32,171.1,19.14,0.0,13.0,4.49,94.1,2.0,9.69,17.42,326.62,1.33,Consumer Cyclical,Travel Services,USA,34.03,2649.86,0.77%,185382,1.1,5.91,8.15,0.50%,31.04%,6.10%,82.50%,27.70%,1.9,1.9,4.31,,29.90%,17.90%,2/23/2023 4:30:00 PM,38.51,37.48,0.20%,-15.25%,-2.39%,2.3,2.55%,58.14%,21.48%,31.49%,1.77%,1.97%,2.4,0.57,0.02073317080902387,3.41%,5.36%,27.13%,-1.02%,63.89%,61.46,0.89%,-0.12%,79,260,456,113,21,102,454,101,434,102,276,85,25,487,379,3374
135,AZO,"AutoZone, Inc.",143,7,12,20,6,6,8,20,3,20,3,8,4,2,20,4,47832.74,18.03,1000.0,19.16,23.1,13.46,0.0,15.9,100.0,96.6,1.47,9.22,11.65,156.64,0.68,Consumer Cyclical,Specialty Retail,USA,21.6,2638.32,0.75%,97932,2.45,2.83,158.75,21.60%,8.80%,8.30%,-64.70%,90.60%,0.8,0.1,,51.40%,19.40%,14.30%,2/28/2023 8:30:00 AM,18.7,18.39,0.10%,-77.79%,-3.02%,1.73,4.25%,17.47%,21.67%,6.98%,1.54%,1.62%,2.0,0.63,0.015471967009308953,7.79%,6.61%,12.35%,0.48%,54.89%,72.7,0.71%,0.04%,161,288,500,129,147,192,481,64,478,61,193,95,46,501,99,3435
136,DLTR,"Dollar Tree, Inc.",143,10,13,11,6,6,4,17,9,1,20,15,9,8,10,4,32644.49,18.67,3.74,20.28,24.3,19.45,0.0,7.1,0.0,0.0,2.84,5.41,0.87,2291.74,0.66,Consumer Defensive,Discount Stores,USA,20.53,147.9,-0.66%,1387382,1.29,1.15,50.78,8.30%,15.86%,5.00%,19.20%,14.30%,1.5,0.2,0.39,31.50%,7.90%,5.70%,3/1/2023 8:30:00 AM,221.1,218.28,0.10%,4.20%,1.30%,2.7,-0.76%,6.63%,-11.53%,4.57%,2.12%,2.17%,2.5,0.61,0.021906693711967545,2.85%,1.79%,-1.38%,-16.53%,18.55%,54.81,-0.45%,-0.21%,240,306,254,134,143,99,427,202,21,485,368,218,188,239,95,3419
137,KO,The Coca-Cola Company,143,1,15,17,16,12,15,6,6,15,17,1,11,6,2,3,272599.82,22.54,11.32,142.13,-2.6,7.78,2.92,10.2,1.62,71.5,0.56,4.34,3.01,13802.16,0.55,Consumer Defensive,Beverages - Non-Alcoholic,USA,28.75,63.05,-0.16%,8944486,4.99,6.34,23.44,14.30%,5.77%,3.50%,40.30%,13.50%,1.1,0.9,1.51,58.10%,24.80%,22.20%,4/24/2023 8:30:00 AM,4325.0,4295.55,0.67%,-1.36%,0.39%,1.76,0.33%,14.35%,-2.34%,-0.88%,0.88%,1.01%,2.1,0.65,0.011102299762093577,2.36%,4.11%,3.16%,-6.18%,16.73%,68.5,0.00%,-0.16%,23,375,408,381,292,353,145,142,370,406,9,255,145,35,61,3400
138,ZTS,Zoetis Inc.,143,4,18,18,15,10,9,14,4,16,4,5,7,3,11,5,80289.81,28.77,18.46,112.29,5.2,12.2,0.86,15.0,1.79,94.5,1.1,6.74,9.19,2092.49,0.76,Healthcare,Drug Manufacturers - Specialty & Generic,USA,38.84,174.6,0.61%,1193710,3.57,9.94,22.45,15.50%,10.87%,8.80%,46.20%,17.20%,2.4,1.6,1.49,69.70%,32.90%,26.20%,5/4/2023 8:30:00 AM,465.56,462.41,0.21%,-1.33%,0.02%,2.42,3.35%,19.70%,-7.08%,19.14%,1.75%,2.01%,1.8,0.57,0.01918671248568156,4.80%,4.63%,8.94%,-8.49%,40.64%,67.02,1.01%,-0.39%,98,433,435,372,248,223,350,78,381,96,108,163,65,259,121,3430
139,SNPS,"Synopsys, Inc.",143,6,18,16,10,5,7,20,6,1,6,4,11,2,18,13,58507.73,31.53,10.32,37.51,30.7,14.43,0.0,10.0,0.0,92.7,1.06,4.05,14.58,805.39,1.18,Technology,Software - Infrastructure,USA,63.09,381.68,0.03%,613640,3.72,11.31,44.94,48.10%,16.97%,13.30%,16.90%,18.50%,1.1,1.0,0.0,78.90%,20.70%,18.20%,2/15/2023 4:30:00 PM,152.4,151.48,0.20%,-19.27%,0.55%,2.0,1.53%,38.19%,22.79%,19.54%,1.71%,2.08%,1.6,0.76,0.020802766715573257,1.10%,3.42%,13.09%,-2.83%,49.67%,56.65,0.74%,-0.71%,131,452,402,238,126,173,498,145,15,135,97,266,30,432,317,3457
140,NOW,"ServiceNow, Inc.",143,4,19,18,11,5,3,17,15,4,7,11,4,2,13,10,92383.75,40.8,18.65,42.51,41.0,23.5,0.0,2.8,0.3,90.8,1.99,9.66,12.04,1617.22,1.04,Technology,Software - Application,USA,289.94,463.03,-4.23%,3074750,12.21,12.75,21.58,34.10%,23.74%,30.40%,7.30%,4.30%,1.1,1.1,0.3,78.30%,4.90%,4.50%,4/26/2023 4:30:00 PM,202.64,200.49,0.10%,-29.98%,-0.19%,2.46,-2.13%,25.44%,-9.25%,19.25%,2.83%,2.82%,1.7,1.9,0.03161782173941213,2.30%,3.24%,8.13%,-11.96%,37.40%,54.29,-0.80%,-3.46%,87,475,436,262,105,74,417,354,89,168,275,87,42,318,245,3434
141,USB,U.S. Bancorp,144,6,1,2,1,16,14,1,18,11,16,10,18,20,2,8,52607.82,6.72,1.19,2.87,-27.7,8.42,5.49,0.9,0.87,74.1,1.68,-1.33,-26.52,13141.17,0.95,Financial,Banks - Regional,USA,9.46,34.97,-1.16%,16177942,2.46,2.93,0.98,4.40%,3.85%,4.60%,12.90%,13.70%,,,0.87,,71.10%,30.70%,4/19/2023 8:30:00 AM,1531.79,1529.0,0.15%,-6.59%,-0.68%,1.95,-2.18%,-10.59%,-31.19%,-19.81%,2.46%,4.21%,2.4,1.23,0.03917643694595368,-1.17%,-16.82%,-20.90%,-35.10%,6.88%,36.52,-3.40%,2.32%,143,26,37,6,392,333,23,435,274,386,231,447,490,37,201,3461
142,ETR,Entergy Corporation,144,12,9,4,4,12,15,3,16,16,6,7,14,8,14,4,22747.56,14.95,1.73,13.05,-3.1,7.33,3.98,1.9,2.06,92.7,1.39,2.43,0.75,1364.42,0.64,Utilities,Utilities - Regulated Electric,USA,19.99,107.64,-1.40%,970510,3.03,1.65,101.46,-0.10%,6.60%,4.40%,9.10%,5.30%,0.6,0.4,1.82,87.50%,14.90%,8.00%,2/16/2023 8:30:00 AM,208.02,202.71,0.10%,-6.46%,0.49%,2.06,-3.00%,11.45%,-12.71%,-4.32%,1.46%,1.83%,2.1,0.71,0.019509476031215164,1.00%,1.48%,-2.33%,-15.12%,13.38%,51.81,-0.43%,-0.97%,300,206,97,94,295,368,75,391,394,134,167,342,192,348,86,3489
143,MDLZ,"Mondelez International, Inc.",144,4,14,10,15,17,13,9,13,11,13,3,9,5,4,4,95641.09,20.31,3.55,94.04,-35.5,8.73,2.21,4.0,0.85,80.1,0.96,5.14,4.57,6128.63,0.66,Consumer Defensive,Confectioners,USA,35.62,69.81,-0.89%,4423582,5.52,3.04,49.74,1.50%,6.46%,4.00%,10.00%,5.10%,0.6,0.4,0.75,35.90%,10.80%,8.60%,1/31/2023 4:30:00 PM,1369.0,1349.67,0.16%,-1.89%,-0.13%,2.11,-1.75%,22.84%,9.64%,4.74%,1.07%,1.31%,2.0,0.72,0.014038103423578283,0.77%,4.04%,8.94%,-2.84%,27.58%,57.41,-0.47%,-0.43%,84,333,250,362,419,325,213,307,268,323,74,226,123,96,94,3497
144,CME,CME Group Inc.,144,5,15,8,16,11,18,9,17,3,9,5,11,4,12,1,68555.66,21.67,2.54,206.0,1.5,3.1,2.31,1.4,0.13,88.2,1.2,4.28,7.8,1891.38,0.42,Financial,Financial Data & Stock Exchanges,USA,25.75,190.48,0.29%,1174986,6.57,13.66,24.34,-8.70%,3.92%,6.60%,9.60%,7.30%,1.0,1.0,0.13,,60.10%,52.90%,4/26/2023 8:30:00 AM,358.89,358.12,0.20%,7.83%,0.50%,2.27,-2.37%,13.89%,-17.15%,13.27%,1.33%,1.84%,2.4,0.62,0.017062158756824864,1.23%,2.86%,4.79%,-18.70%,17.40%,55.46,0.28%,0.01%,112,359,186,399,267,446,203,410,59,209,119,257,79,281,22,3408
145,INTU,Intuit Inc.,144,3,18,15,10,12,9,15,9,6,9,5,5,2,13,13,121785.55,28.43,7.83,37.43,-3.7,12.57,0.71,7.0,0.45,87.0,1.11,8.69,11.32,1614.56,1.18,Technology,Software - Application,USA,64.84,441.62,-0.04%,1328666,4.36,8.9,58.81,14.00%,14.88%,19.60%,11.90%,9.00%,1.2,1.2,0.42,79.00%,19.50%,14.20%,2/23/2023 4:30:00 PM,281.0,272.91,0.20%,-3.40%,0.39%,1.88,-1.15%,13.80%,-4.33%,13.46%,1.93%,2.42%,2.0,0.82,0.025180019020877676,2.31%,5.04%,6.70%,-10.31%,30.13%,58.0,0.59%,-0.63%,63,431,374,236,296,215,364,210,140,222,111,105,50,319,318,3454
146,TECH,Bio-Techne Corporation,144,17,19,15,13,2,5,16,6,3,2,9,1,6,16,14,13120.99,36.04,7.32,65.02,91.2,17.49,0.38,11.2,0.11,97.9,1.55,17.14,3.74,1004.81,1.25,Healthcare,Biotechnology,USA,53.01,85.24,2.02%,2043558,4.93,11.72,66.67,26.70%,10.76%,14.50%,15.00%,13.20%,4.4,3.2,0.11,68.30%,30.70%,23.40%,2/2/2023 8:30:00 AM,157.01,155.74,0.80%,-0.67%,2.02%,2.4,12.68%,20.54%,-17.39%,2.85%,3.16%,2.49%,1.6,2.03,0.025222900046926327,14.58%,13.46%,5.32%,-20.38%,25.35%,77.2,2.14%,-0.12%,416,466,367,322,50,115,386,128,56,36,212,11,133,401,348,3447
147,WELL,Welltower Inc.,144,9,20,4,16,8,1,5,18,10,1,14,11,7,10,10,35848.44,66.45,1.76,181.79,14.1,65.43,3.29,0.4,0.72,98.82,2.59,3.99,2.76,2306.14,1.05,Real Estate,REIT - Healthcare Facilities,USA,268.44,74.09,-0.55%,1677100,4.5,6.12,56.75,-3.60%,59.60%,6.30%,0.70%,2.00%,,,0.72,39.80%,12.10%,2.40%,2/15/2023 4:30:00 PM,483.31,472.18,0.07%,0.00%,1.00%,5.31,3.55%,27.94%,-23.27%,13.03%,2.08%,2.37%,2.0,0.73,0.023754892698069914,5.29%,1.73%,3.05%,-24.72%,31.13%,59.58,-0.99%,0.44%,223,494,101,396,197,25,111,449,235,16,347,269,152,238,248,3501
