Date,Action,Symbol,Company,Reason,,,,,,,,,,
3-Jan-18,Removed,BCR,CR Bard,Becton Dickinson acquired BCR.[91],,,,,,,,,,
13-Oct-17,Added,NCLH,Norwegian Cruise Line Holdings,CenturyLink acquired LVLT.[92],,,,,,,,,,
13-Oct-17,Removed,LVLT,Level 3 Communications,CenturyLink acquired LVLT.[92],,,,,,,,,,
18-Sep-17,Added,CDNS,Cadence Design Systems,Sycamore Partners acquired Staples.[93],,,,,,,,,,
18-Sep-17,Removed,SPLS,Staples,Sycamore Partners acquired Staples.[93],,,,,,,,,,
1-Sep-17,Added,DWDP,DuPont,The Dow Chemical Company renamed to DowDuPont Inc. and ticker changed from DOW to DWDP after acquiring DuPont.[94],,,,,,,,,,
1-Sep-17,Added,SBAC,SBA Communications,The Dow Chemical Company acquired DuPont.[94],,,,,,,,,,
1-Sep-17,Removed,DOW,Dow Chemical Company,The Dow Chemical Company renamed to DowDuPont Inc. and ticker changed from DOW to DWDP after acquiring DuPont.[94],,,,,,,,,,
1-Sep-17,Removed,DD,DuPont,The Dow Chemical Company acquired DuPont.[94],,,,,,,,,,
29-Aug-17,Added,Q,QuintilesIMS,Amazon acquired Whole Foods Market.[94],,,,,,,,,,
29-Aug-17,Removed,WFM,Whole Foods Market,Amazon acquired Whole Foods Market.[94],,,,,,,,,,
8-Aug-17,Added,BHF,Brighthouse Financial,"BHF replaced AN,[95] MET spun off BHF[95]",,,,,,,,,,
8-Aug-17,Removed,AN,AutoNation,"BHF replaced AN,[95] MET spun off BHF[95]",,,,,,,,,,
26-Jul-17,Added,DRE,Duke Realty Corp,Market capitalization change.[96],,,,,,,,,,
26-Jul-17,Added,AOS,A. O. Smith,Market capitalization change.[96],,,,,,,,,,
26-Jul-17,Added,PKG,Packaging Corporation of America,Market capitalization change.[96],,,,,,,,,,
26-Jul-17,Added,RMD,ResMed,Market capitalization change.[96],,,,,,,,,,
26-Jul-17,Added,MGM,MGM Resorts International,British American Tobacco (NYSE MKT:BTI) acquired Reynolds American.[96],,,,,,,,,,
26-Jul-17,Removed,RIG,Transocean,Market capitalization change.[96],,,,,,,,,,
26-Jul-17,Removed,BBBY,Bed Bath & Beyond,Market capitalization change.[96],,,,,,,,,,
26-Jul-17,Removed,MUR,Murphy Oil,Market capitalization change.[96],,,,,,,,,,
26-Jul-17,Removed,MNK,Mallinckrodt,Market capitalization change.[96],,,,,,,,,,
26-Jul-17,Removed,RAI,Reynolds American,British American Tobacco (NYSE MKT:BTI) acquired Reynolds American.[96],,,,,,,,,,
19-Jun-17,Added,HLT,Hilton,VZ acquired YHOO operations; remainder of YHOO converted to closed-end company known as Altaba.[97],,,,,,,,,,
19-Jun-17,Added,ALGN,Align Technology,Market capitalization changes.[97],,,,,,,,,,
19-Jun-17,Added,ANSS,Ansys,Market capitalization changes.[97],,,,,,,,,,
19-Jun-17,Added,RE,Everest Re,Reckitt Benckiser acquired Mead Johnson Nutrition.[98],,,,,,,,,,
19-Jun-17,Removed,YHOO,Yahoo!,VZ acquired YHOO operations; remainder of YHOO converted to closed-end company known as Altaba.[97],,,,,,,,,,
19-Jun-17,Removed,TDC,Teradata,Market capitalization changes.[97],,,,,,,,,,
19-Jun-17,Removed,R,Ryder System,Market capitalization changes.[97],,,,,,,,,,
19-Jun-17,Removed,MJN,Mead Johnson,Reckitt Benckiser acquired Mead Johnson Nutrition.[98],,,,,,,,,,
2-Jun-17,Added,INFO,IHS Markit,TGNA spins off Cars.com[99],,,,,,,,,,
2-Jun-17,Removed,TGNA,Tegna,TGNA spins off Cars.com[99],,,,,,,,,,
5-Apr-17,Added,IT,Gartner,IT acquiring CEB[100],,,,,,,,,,
5-Apr-17,Removed,DNB,Dun & Bradstreet,IT acquiring CEB[100],,,,,,,,,,
4-Apr-17,Added,DXC,DXC Technology,"HPE spins off Everett, merged with CSC to form DXC[101][102]",,,,,,,,,,
4-Apr-17,Removed,SWN,Southwestern Energy,"HPE spins off Everett, merged with CSC to form DXC[101][102]",,,,,,,,,,
20-Mar-17,Added,AMD,Advanced Micro Devices,Market capitalization change.[103],,,,,,,,,,
20-Mar-17,Added,RJF,Raymond James Financial,Market capitalization change.[103],,,,,,,,,,
20-Mar-17,Added,ARE,Alexandria Real Estate Equities,Market capitalization change.[103],,,,,,,,,,
20-Mar-17,Removed,URBN,Urban Outfitters,Market capitalization change.[103],,,,,,,,,,
20-Mar-17,Removed,FTR,Frontier Communications,Market capitalization change.[103],,,,,,,,,,
20-Mar-17,Removed,FSLR,First Solar,Market capitalization change.[103],,,,,,,,,,
16-Mar-17,Added,SNPS,Synopsys,Samsung Electronics acquired Harman International Industries.[104],,,,,,,,,,
16-Mar-17,Removed,HAR,Harman International,Samsung Electronics acquired Harman International Industries.[104],,,,,,,,,,
13-Mar-17,Added,DISH,Dish Network,S&P 500 constituent Analog Devices (NASD:ADI) acquired Linear Technology.[105],,,,,,,,,,
13-Mar-17,Removed,LLTC,Linear Technology,S&P 500 constituent Analog Devices (NASD:ADI) acquired Linear Technology.[105],,,,,,,,,,
2-Mar-17,Added,REG,Regency Centers,REG acquires EQY[106],,,,,,,,,,
2-Mar-17,Removed,ENDP,Endo International,REG acquires EQY[106],,,,,,,,,,
1-Mar-17,Added,CBOE,Cboe Holdings,CBOE acquires BATS[106],,,,,,,,,,
1-Mar-17,Removed,PBI,Pitney Bowes,CBOE acquires BATS[106],,,,,,,,,,
28-Feb-17,Added,INCY,Incyte,SE acquired by ENB[106],,,,,,,,,,
28-Feb-17,Removed,SE,Spectra Energy,SE acquired by ENB[106],,,,,,,,,,
5-Jan-17,Added,IDXX,Idexx Laboratories,S&P 100 & 500 constituent Abbott Laboratories (NYSE:ABT) acquired St. Jude Medical.[107],,,,,,,,,,
5-Jan-17,Removed,STJ,St Jude Medical,S&P 100 & 500 constituent Abbott Laboratories (NYSE:ABT) acquired St. Jude Medical.[107],,,,,,,,,,
19-Dec-16,Added,AGN,Allergan,Allergan plc(NYSE:AGN) added to S&P 500 Value,,,,,,,,,,
2-Dec-16,Added,MAA,Mid-America Apartments,Market capitalization change.[108],,,,,,,,,,
2-Dec-16,Added,EVHC,Envision Healthcare,Market capitalization change.[108],,,,,,,,,,
2-Dec-16,Removed,OI,Owens-Illinois,Market capitalization change.[108],,,,,,,,,,
2-Dec-16,Removed,LM,Legg Mason,Market capitalization change.[108],,,,,,,,,,
1-Nov-16,Added,ARNC,Arconic,AA spins off ARNC[109],,,,,,,,,,
1-Nov-16,Removed,AA,Alcoa,AA spins off ARNC[109],,,,,,,,,,
30-Sep-16,Added,COTY,Coty,COTY replaces DO[110],,,,,,,,,,
30-Sep-16,Removed,DO,Diamond Offshore Drilling,COTY replaces DO[110],,,,,,,,,,
22-Sep-16,Added,COO,The Cooper Companies,MAR acquires HOT[111],,,,,,,,,,
22-Sep-16,Removed,HOT,Starwood,MAR acquires HOT[111],,,,,,,,,,
8-Sep-16,Added,CHTR,Charter Communications,Dell acquires EMC[112],,,,,,,,,,
8-Sep-16,Removed,EMC,EMC Corporation,Dell acquires EMC[112],,,,,,,,,,
6-Sep-16,Added,MTD,Mettler Toledo,TYC acquires JCI (and retains JCI ticker).[113],,,,,,,,,,
6-Sep-16,Removed,TYC,Tyco International,TYC acquires JCI (and retains JCI ticker).[113],,,,,,,,,,
5-Jul-16,Added,FTV,Fortive Corp,CPGX acquired by TRP[114],,,,,,,,,,
5-Jul-16,Removed,CPGX,Columbia Pipeline Group,CPGX acquired by TRP[114],,,,,,,,,,
1-Jul-16,Added,LNT,Alliant Energy Corp,GAS acquired by SO[115],,,,,,,,,,
1-Jul-16,Added,ALB,Albemarle Corporation,TE acquired by EMA[114],,,,,,,,,,
1-Jul-16,Removed,GAS,AGL Resources,GAS acquired by SO[115],,,,,,,,,,
1-Jul-16,Removed,TE,TECO Energy,TE acquired by EMA[114],,,,,,,,,,
22-Jun-16,Added,FBHS,Fortune Brands Home & Security,CVC acquired by Altice NV[116],,,,,,,,,,
22-Jun-16,Removed,CVC,Cablevision Systems,CVC acquired by Altice NV[116],,,,,,,,,,
3-Jun-16,Added,TDG,TransDigm Group,SHPG acquiring BXLT[117],,,,,,,,,,
3-Jun-16,Removed,BXLT,Baxalta,SHPG acquiring BXLT[117],,,,,,,,,,
31-May-16,Added,AJG,Arthur J. Gallagher & Co.,CCE merging with European bottlers[118],,,,,,,,,,
31-May-16,Removed,CCE,Coca-Cola Enterprises,CCE merging with European bottlers[118],,,,,,,,,,
23-May-16,Added,LKQ,LKQ Corporation,ARG acquired by Air Liquide[119],,,,,,,,,,
23-May-16,Removed,ARG,Airgas,ARG acquired by Air Liquide[119],,,,,,,,,,
18-May-16,Added,DLR,Digital Realty,TWC acquired by CHTR[120],,,,,,,,,,
18-May-16,Removed,TWC,Time Warner Cable,TWC acquired by CHTR[120],,,,,,,,,,
13-May-16,Added,ALK,Alaska Air Group,SNDK acquired by WDC[121],,,,,,,,,,
13-May-16,Removed,SNDK,SanDisk,SNDK acquired by WDC[121],,,,,,,,,,
3-May-16,Added,AYI,Acuity Brands,ADT acquired by APO[122],,,,,,,,,,
3-May-16,Removed,ADT,ADT,ADT acquired by APO[122],,,,,,,,,,
25-Apr-16,Added,GPN,Global Payments,Global Payments is acquiring Heartland Payment Systems[123],,,,,,,,,,
25-Apr-16,Removed,GME,GameStop,Global Payments is acquiring Heartland Payment Systems[123],,,,,,,,,,
18-Apr-16,Added,ULTA,Ulta Beauty,Ulta replaces Tenet[124],,,,,,,,,,
18-Apr-16,Removed,THC,Tenet Healthcare,Ulta replaces Tenet[124],,,,,,,,,,
8-Apr-16,Added,UA,Under Armour (Class C),Under Armour distribution of second class of stock,,,,,,,,,,
4-Apr-16,Added,FL,Foot Locker,Schlumberger acquired Cameron[125],,,,,,,,,,
4-Apr-16,Removed,CAM,Cameron International,Schlumberger acquired Cameron[125],,,,,,,,,,
30-Mar-16,Added,HOLX,Hologic,Exelon acquired Pepco.[126],,,,,,,,,,
30-Mar-16,Added,CNC,Centene Corporation,Centene acquired Health Net.[126],,,,,,,,,,
30-Mar-16,Removed,POM,Pepco Holdings,Exelon acquired Pepco.[126],,,,,,,,,,
30-Mar-16,Removed,ESV,Ensco,Centene acquired Health Net.[126],,,,,,,,,,
7-Mar-16,Added,UDR,UDR,JAB Holding Company acquired Keurig Green Mountain[127],,,,,,,,,,
7-Mar-16,Removed,GMCR,Keurig Green Mountain,JAB Holding Company acquired Keurig Green Mountain[127],,,,,,,,,,
4-Mar-16,Added,AWK,American Water Works,AWK replaces CNX[128],,,,,,,,,,
4-Mar-16,Removed,CNX,Consol Energy,AWK replaces CNX[128],,,,,,,,,,
22-Feb-16,Added,CXO,Concho Resources,PCL taken over by WY[129],,,,,,,,,,
22-Feb-16,Removed,PCL,Plum Creek Timber,PCL taken over by WY[129],,,,,,,,,,
1-Feb-16,Added,CFG,Citizens,CFG replaces PCP[130],,,,,,,,,,
1-Feb-16,Added,FRT,Federal Realty Investment Trust,FRT replaces BRCM[131],,,,,,,,,,
1-Feb-16,Removed,PCP,Precision Castparts Corporation,CFG replaces PCP[130],,,,,,,,,,
1-Feb-16,Removed,BRCM,Broadcom Corporation,FRT replaces BRCM[131],,,,,,,,,,
19-Jan-16,Added,EXR,Extra Space Storage,"EXR replaces ACE as ACE Ltd acquires Chubb and retains the CB ticker, giving up ACE[132]",,,,,,,,,,
19-Jan-16,Removed,ACE,Chubb,"EXR replaces ACE as ACE Ltd acquires Chubb and retains the CB ticker, giving up ACE[132]",,,,,,,,,,
5-Jan-16,Added,WLTW,Willis Towers Watson,WSH merges with TW (and renames to WLTW)[133],,,,,,,,,,
5-Jan-16,Removed,FOSL,Fossil Group,WSH merges with TW (and renames to WLTW)[133],,,,,,,,,,
29-Dec-15,Added,CHD,Church & Dwight,ALTR taken over by INTC[134],,,,,,,,,,
29-Dec-15,Removed,ALTR,Altera,ALTR taken over by INTC[134],,,,,,,,,,
15-Dec-15,Removed,CMCSK,Comcast K Corp,CMCSK shares no longer listed[135],,,,,,,,,,
1-Dec-15,Added,CSRA,CSRA,CSC spins off CSRA[136],,,,,,,,,,
1-Dec-15,Removed,CSC,Computer Sciences Corporation,CSC spins off CSRA[136],,,,,,,,,,
19-Nov-15,Added,ILMN,Illumina,Sigma-Aldrich acquired by Merck KGaA (MKGAY)[137],,,,,,,,,,
19-Nov-15,Removed,SIAL,Sigma-Aldrich,Sigma-Aldrich acquired by Merck KGaA (MKGAY)[137],,,,,,,,,,
18-Nov-15,Added,SYF,Synchrony Financial,GE spinning off Synchrony Financial[138],,,,,,,,,,
18-Nov-15,Removed,GNW,Genworth Financial,GE spinning off Synchrony Financial[138],,,,,,,,,,
2-Nov-15,Added,HPE,Hewlett Packard Enterprise,HPQ spins off HPE[139],,,,,,,,,,
2-Nov-15,Removed,HCBK,Hudson City Bancorp,HPQ spins off HPE[139],,,,,,,,,,
7-Oct-15,Added,VRSK,Verisk Analytics,Market capitalization change.[140],,,,,,,,,,
7-Oct-15,Removed,JOY,Joy Global,Market capitalization change.[140],,,,,,,,,,
18-Sep-15,Added,CMCSK,Comcast Class K Special,Share class methodology change[141],,,,,,,,,,
18-Sep-15,Added,FOX,Twenty-First Century Fox Class B,Share class methodology change,,,,,,,,,,
18-Sep-15,Added,NWS,News Corporation Class B,Share class methodology change,,,,,,,,,,
2-Sep-15,Added,UAL,United Continental Holdings,Hospira taken over[142],,,,,,,,,,
2-Sep-15,Removed,HSP,Hospira,Hospira taken over[142],,,,,,,,,,
28-Aug-15,Added,ATVI,Activision Blizzard,Pall taken over[142],,,,,,,,,,
28-Aug-15,Removed,PLL,Pall Corporation,Pall taken over[142],,,,,,,,,,
29-Jul-15,Added,SIG,Signet Jewelers,DirecTV acquired by AT&T.[143],,,,,,,,,,
29-Jul-15,Removed,DTV,DirecTV,DirecTV acquired by AT&T.[143],,,,,,,,,,
20-Jul-15,Added,PYPL,PayPal,PayPal Spun off by eBay[144],,,,,,,,,,
20-Jul-15,Removed,NE,Noble Corporation,PayPal Spun off by eBay[144],,,,,,,,,,
8-Jul-15,Added,AAP,Advance Auto Parts,Family Dollar acquired.[145],,,,,,,,,,
8-Jul-15,Removed,FDO,Family Dollar,Family Dollar acquired.[145],,,,,,,,,,
6-Jul-15,Added,KHC,Kraft Heinz,Kraft merger with Heinz.[146],,,,,,,,,,
6-Jul-15,Removed,KRFT,Kraft Foods,Kraft merger with Heinz.[146],,,,,,,,,,
2-Jul-15,Added,CPGX,Columbia Pipeline Group,Spin off of Columbia Pipeline.[147],,,,,,,,,,
2-Jul-15,Removed,ATI,Allegheny Technologies,Spin off of Columbia Pipeline.[147],,,,,,,,,,
1-Jul-15,Added,JBHT,J.B. Hunt,Integrys taken over.[148],,,,,,,,,,
1-Jul-15,Added,BXLT,Baxalta,Baxalta spun off by Baxter.[149],,,,,,,,,,
1-Jul-15,Removed,TEG,Integrys Energy Group,Integrys taken over.[148],,,,,,,,,,
1-Jul-15,Removed,QEP,QEP Resources,Baxalta spun off by Baxter.[149],,,,,,,,,,
11-Jun-15,Added,QRVO,Qorvo,Lorillard gets acquired.[150],,,,,,,,,,
11-Jun-15,Removed,LO,Lorillard Tobacco Company,Lorillard gets acquired.[150],,,,,,,,,,
7-Apr-15,Added,O,Realty Income Corporation,Market capitalization change.[151],,,,,,,,,,
7-Apr-15,Removed,WIN,Windstream Communications,Market capitalization change.[151],,,,,,,,,,
23-Mar-15,Added,AAL,American Airlines Group,Allergan acquired by Actavis (and changed name to Allergan).[152],,,,,,,,,,
23-Mar-15,Added,EQIX,Equinix,Market Capitalization Changes.[153],,,,,,,,,,
23-Mar-15,Added,SLG,SL Green Realty,Market Capitalization Changes.,,,,,,,,,,
23-Mar-15,Added,HBI,Hanesbrands,Market Capitalization Changes.,,,,,,,,,,
23-Mar-15,Removed,AGN,Allergan,Allergan acquired by Actavis (and changed name to Allergan).[152],,,,,,,,,,
23-Mar-15,Removed,DNR,Denbury Resources,Market Capitalization Changes.[153],,,,,,,,,,
23-Mar-15,Removed,NBR,Nabors Industries,Market Capitalization Changes.,,,,,,,,,,
23-Mar-15,Removed,AVP,Avon Products,Market Capitalization Changes.,,,,,,,,,,
18-Mar-15,Added,HSIC,Henry Schein,Carefusion acquired by Becton Dickinson[154],,,,,,,,,,
18-Mar-15,Removed,CFN,Carefusion,Carefusion acquired by Becton Dickinson[154],,,,,,,,,,
12-Mar-15,Added,SWKS,Skyworks,PetSmart acquired by private equity consortium[155],,,,,,,,,,
12-Mar-15,Removed,PETM,PetSmart,PetSmart acquired by private equity consortium[155],,,,,,,,,,
27-Jan-15,Added,HCA,HCA Holdings,Safeway acquired by private equity consortium[156],,,,,,,,,,
27-Jan-15,Added,ENDP,Endo International,Covidien acquired by Medtronic[157],,,,,,,,,,
27-Jan-15,Removed,SWY,Safeway,Safeway acquired by private equity consortium[156],,,,,,,,,,
27-Jan-15,Removed,COV,Covidien,Covidien acquired by Medtronic[157],,,,,,,,,,
5-Dec-14,Added,RCL,Royal Caribbean Cruises,Market cap changes[158],,,,,,,,,,
5-Dec-14,Removed,BMS,Bemis Company,Market cap changes[158],,,,,,,,,,
5-Nov-14,Added,LVLT,Level 3 Communications,Market cap changes[159],,,,,,,,,,
5-Nov-14,Removed,JBL,Jabil Circuit,Market cap changes[159],,,,,,,,,,
20-Sep-14,Added,URI,United Rentals,Market cap changes[160],,,,,,,,,,
20-Sep-14,Added,UHS,Universal Health Services,Market cap changes,,,,,,,,,,
20-Sep-14,Removed,BTU,Peabody Energy,Market cap changes[160],,,,,,,,,,
20-Sep-14,Removed,GHC,Graham Holdings,Market cap changes,,,,,,,,,,
18-Aug-14,Added,MNK,Mallinckrodt,Market cap changes[161],,,,,,,,,,
18-Aug-14,Removed,RDC,Rowan Companies,Market cap changes[161],,,,,,,,,,
6-Aug-14,Added,DISCK,Discovery Communications,Class C share distribution[162],,,,,,,,,,
2-Jul-14,Added,MLM,Martin Marietta,Market capitalization changes[163],,,,,,,,,,
2-Jul-14,Removed,X,United States Steel,Market capitalization changes[163],,,,,,,,,,
1-Jul-14,Added,AMG,Affiliated Managers Group,Actavis acquires Forest Laboratories[164],,,,,,,,,,
1-Jul-14,Removed,FRX,Forest Laboratories,Actavis acquires Forest Laboratories[164],,,,,,,,,,
20-Jun-14,Added,XEC,Cimarex Energy,Market capitalization changes[165],,,,,,,,,,
20-Jun-14,Removed,IGT,International Game Technology,Market capitalization changes[165],,,,,,,,,,
8-May-14,Added,AVGO,Avago Technologies,Avago acquires LSI[166],,,,,,,,,,
8-May-14,Removed,LSI,LSI Corporation,Avago acquires LSI[166],,,,,,,,,,
1-May-14,Added,UA,Under Armour,Beam acquired by Suntory[167],,,,,,,,,,
1-May-14,Added,NAVI,Navient,Navient Spun off from SLM[167],,,,,,,,,,
1-May-14,Removed,BEAM,Beam Suntory,Beam acquired by Suntory[167],,,,,,,,,,
1-May-14,Removed,SLM,SLM Corporation,Navient Spun off from SLM[167],,,,,,,,,,
3-Apr-14,Added,GOOGL,Google,Google Class C share distribution[168],,,,,,,,,,
2-Apr-14,Added,ESS,Essex Property Trust,Market capitalization changes[169],,,,,,,,,,
2-Apr-14,Removed,CLF,Cliffs Natural Resources,Market capitalization changes[169],,,,,,,,,,
21-Mar-14,Added,GMCR,Keurig Green Mountain,Market capitalization changes[170],,,,,,,,,,
21-Mar-14,Removed,WPX,WPX Energy,Market capitalization changes[170],,,,,,,,,,
24-Jan-14,Added,TSCO,Tractor Supply,Life Technologies acquired by Thermo Fisher Scientific Inc[171],,,,,,,,,,
24-Jan-14,Removed,LIFE,Life Technologies,Life Technologies acquired by Thermo Fisher Scientific Inc[171],,,,,,,,,,
23-Dec-13,Added,ADS,Alliance Data Systems,Market capitalization changes.[172],,,,,,,,,,
23-Dec-13,Added,MHK,Mohawk Industries,Market capitalization changes.[172],,,,,,,,,,
23-Dec-13,Added,FB,Facebook,Market capitalization changes.[172],,,,,,,,,,
23-Dec-13,Removed,ANF,Abercrombie & Fitch,Market capitalization changes.[172],,,,,,,,,,
23-Dec-13,Removed,JDSU,JDS Uniphase,Market capitalization changes.[172],,,,,,,,,,
23-Dec-13,Removed,TER,Teradyne,Market capitalization changes.[172],,,,,,,,,,
10-Dec-13,Added,GGP,General Growth Properties,MOLX acquired by Koch Industries.[173],,,,,,,,,,
10-Dec-13,Removed,MOLX,Molex,MOLX acquired by Koch Industries.[173],,,,,,,,,,
2-Dec-13,Added,ALLE,Allegion,Allegion spun off by Ingersoll Rand.[174],,,,,,,,,,
2-Dec-13,Removed,JCP,JCPenney,Allegion spun off by Ingersoll Rand.[174],,,,,,,,,,
13-Nov-13,Added,KORS,Michael Kors,ICE Exchange acquired NYSE Euronext.[175],,,,,,,,,,
13-Nov-13,Removed,NYX,NYSE Euronext,ICE Exchange acquired NYSE Euronext.[175],,,,,,,,,,
29-Oct-13,Added,RIG,Transocean,Founder Michael Dell and Silver Lake Partners acquired Dell.[176],,,,,,,,,,
29-Oct-13,Removed,DELL,Dell,Founder Michael Dell and Silver Lake Partners acquired Dell.[176],,,,,,,,,,
20-Sep-13,Added,VRTX,Vertex Pharmaceuticals,Market capitalization change.[177],,,,,,,,,,
20-Sep-13,Added,AME,Ametek,Market capitalization change.[177],,,,,,,,,,
20-Sep-13,Removed,AMD,Advanced Micro Devices,Market capitalization change.[177],,,,,,,,,,
20-Sep-13,Removed,SAI,SAIC,Market capitalization change.[177],,,,,,,,,,
10-Sep-13,Added,DAL,Delta Air Lines,BMC taken private by consortium[178],,,,,,,,,,
10-Sep-13,Removed,BMC,BMC Software,BMC taken private by consortium[178],,,,,,,,,,
8-Jul-13,Added,NLSN,Nielsen Holdings,Softbank consortium purchase results in public float below 50%[179],,,,,,,,,,
8-Jul-13,Removed,S,Sprint Nextel,Softbank consortium purchase results in public float below 50%[179],,,,,,,,,,
1-Jul-13,Added,NWSA,21st Century Fox,Apollo Group's market cap more representative of a mid-cap[180],,,,,,,,,,
1-Jul-13,Removed,APOL,Apollo Education Group,Apollo Group's market cap more representative of a mid-cap[180],,,,,,,,,,
21-Jun-13,Added,ZTS,Zoetis,Zoetis spun off by Pfizer[181],,,,,,,,,,
21-Jun-13,Removed,FHN,First Horizon,Zoetis spun off by Pfizer[181],,,,,,,,,,
6-Jun-13,Added,GM,General Motors,HNZ acquired by consortium[182],,,,,,,,,,
6-Jun-13,Removed,HNZ,Heinz,HNZ acquired by consortium[182],,,,,,,,,,
23-May-13,Added,KSU,Kansas City Southern,DF too small after spinoff of White Wave Foods[183],,,,,,,,,,
23-May-13,Removed,DF,Dean Foods,DF too small after spinoff of White Wave Foods[183],,,,,,,,,,
8-May-13,Added,MAC,Macerich,Acquired by Aetna (AET)[184],,,,,,,,,,
8-May-13,Removed,CVH,Coventry Health Care,Acquired by Aetna (AET)[184],,,,,,,,,,
30-Apr-13,Added,REGN,Regeneron Pharmaceuticals,A majority of MetroPCS was acquired by T-Mobile[185],,,,,,,,,,
30-Apr-13,Removed,PCS,MetroPCS,A majority of MetroPCS was acquired by T-Mobile[185],,,,,,,,,,
15-Feb-13,Added,PVH,PVH,Market capitalization changes[186],,,,,,,,,,
15-Feb-13,Removed,BIG,Big Lots,Market capitalization changes[186],,,,,,,,,,
2-Jan-13,Added,ABBV,AbbVie,ABBV spun off from Abbott Labs (ABT)[187],,,,,,,,,,
2-Jan-13,Removed,FII,Federated Investors,ABBV spun off from Abbott Labs (ABT)[187],,,,,,,,,,
21-Dec-12,Added,DLPH,Delphi Automotive,TIE acquired by Precision Cast Parts (PCP)[188],,,,,,,,,,
21-Dec-12,Removed,TIE,Titanium Metals,TIE acquired by Precision Cast Parts (PCP)[188],,,,,,,,,,
11-Dec-12,Added,GRMN,Garmin,Market capitalization changes[189],,,,,,,,,,
11-Dec-12,Removed,RRD,RR Donnelley,Market capitalization changes[189],,,,,,,,,,
3-Dec-12,Added,DG,Dollar General,Acquired by Eaton Corp. (ETN)[190],,,,,,,,,,
3-Dec-12,Removed,CBE,Cooper Industries,Acquired by Eaton Corp. (ETN)[190],,,,,,,,,,
10-Oct-12,Added,PETM,PetSmart,Acquired by Energy Transfer Partners (ETP)[191],,,,,,,,,,
10-Oct-12,Removed,SUN,Sunoco,Acquired by Energy Transfer Partners (ETP)[191],,,,,,,,,,
2-Oct-12,Added,KRFT,Kraft Foods,Kraft split into two companies[192],,,,,,,,,,
2-Oct-12,Removed,ANR,Alpha Natural Resources,Kraft split into two companies[192],,,,,,,,,,
1-Oct-12,Added,ADT,ADT,Tyco spun off ADT[193],,,,,,,,,,
1-Oct-12,Added,PNR,Pentair,Tyco spin-off merged w/Pentair[193],,,,,,,,,,
1-Oct-12,Removed,LXK,Lexmark,Tyco spun off ADT[193],,,,,,,,,,
1-Oct-12,Removed,DV,DeVry,Tyco spin-off merged w/Pentair[193],,,,,,,,,,
5-Sep-12,Added,LYB,LyondellBasell,SHLD below public float threshold[194],,,,,,,,,,
5-Sep-12,Removed,SHLD,Sears Holdings,SHLD below public float threshold[194],,,,,,,,,,
31-Jul-12,Added,ESV,Ensco,Goodrich acquired by United Technologies (UTX).[195],,,,,,,,,,
31-Jul-12,Removed,GR,Goodrich Corporation,Goodrich acquired by United Technologies (UTX).[195],,,,,,,,,,
2-Jul-12,Added,STX,Seagate Technology,Acquired by Duke Energy (DUK)[196],,,,,,,,,,
2-Jul-12,Removed,PGN,Progress Energy,Acquired by Duke Energy (DUK)[196],,,,,,,,,,
29-Jun-12,Added,MNST,Monster Beverage,Split up of Sara Lee[197],,,,,,,,,,
29-Jun-12,Removed,SLE,Sara Lee Corporation,Split up of Sara Lee[197],,,,,,,,,,
5-Jun-12,Added,LRCX,Lam Research,Acquired by Lam Research (LRCX)[198],,,,,,,,,,
5-Jun-12,Removed,NVLS,Novellus Systems,Acquired by Lam Research (LRCX)[198],,,,,,,,,,
21-May-12,Added,ALXN,Alexion Pharmaceuticals,Acquired by Google (GOOG)[199],,,,,,,,,,
21-May-12,Removed,MMI,Motorola Mobility,Acquired by Google (GOOG)[199],,,,,,,,,,
17-May-12,Added,KMI,Kinder Morgan,Acquired by Kinder Morgan (KMI)[200],,,,,,,,,,
17-May-12,Removed,EP,El Paso Corporation,Acquired by Kinder Morgan (KMI)[200],,,,,,,,,,
23-Apr-12,Added,PSX,Phillips 66,ConocoPhillips spun off Phillips 66[201],,,,,,,,,,
23-Apr-12,Removed,SVU,Supervalu,ConocoPhillips spun off Phillips 66[201],,,,,,,,,,
3-Apr-12,Added,FOSL,Fossil,Acquired by Express Scripts (ESRX)[202],,,,,,,,,,
3-Apr-12,Removed,MHS,Medco Health Solutions,Acquired by Express Scripts (ESRX)[202],,,,,,,,,,
13-Mar-12,Added,CCI,Crown Castle,Acquired by Exelon Corp. (EXC)[203],,,,,,,,,,
13-Mar-12,Removed,CEG,Constellation Energy Group,Acquired by Exelon Corp. (EXC)[203],,,,,,,,,,
31-Dec-11,Added,WPX,WPX Energy,Market capitalization changes[204],,,,,,,,,,
31-Dec-11,Removed,CPWR,Compuware,Market capitalization changes[204],,,,,,,,,,
20-Dec-11,Added,TRIP,TripAdvisor,Expedia spun off TripAdvisor.[205],,,,,,,,,,
20-Dec-11,Removed,TLAB,Tellabs,Expedia spun off TripAdvisor.[205],,,,,,,,,,
16-Dec-11,Added,BWA,BorgWarner,Market capitalization changes[206],,,,,,,,,,
16-Dec-11,Added,PRGO,Perrigo,Market capitalization changes,,,,,,,,,,
16-Dec-11,Added,DLTR,Dollar Tree,Market capitalization changes,,,,,,,,,,
16-Dec-11,Removed,AKS,AK Steel,Market capitalization changes[206],,,,,,,,,,
16-Dec-11,Removed,MWW,Monster Worldwide,Market capitalization changes,,,,,,,,,,
