filing_date,fund,ticker,value_usd,weight
2024-11-14,Berkshire Hathaway,CVX,17467773342,0.067129
2024-11-14,Berkshire Hathaway,OXY,13157209747,0.050564
2024-11-14,Berkshire Hathaway,MCO,11708029942,0.044994
2024-11-14,Berkshire Hathaway,KHC,11433038460,0.043938
2024-11-14,Berkshire Hathaway,DVA,5917146790,0.022740
2024-11-14,Berkshire Hathaway,C,3458324292,0.013290
2024-11-14,Berkshire Hathaway,KR,2865000000,0.011010
2024-11-14,Berkshire Hathaway,SIRI,2486916437,0.009557
2024-11-14,Berkshire Hathaway,VRSN,2434453846,0.009356
2024-11-14,Berkshire Hathaway,V,2281386627,0.008767
2024-11-14,Berkshire Hathaway,MA,1968606782,0.007565
2024-11-14,Berkshire Hathaway,AMZN,1863300000,0.007161
2024-11-14,Berkshire Hathaway,COF,1362543000,0.005236
2024-11-14,Pershing Square,BN,1739912181,0.134709
2024-11-14,Pershing Square,HLT,1698823724,0.131528
2024-11-14,Pershing Square,CMG,1660329807,0.128548
2024-11-14,Pershing Square,QSR,1658825918,0.128431
2024-11-14,Pershing Square,HHH,1459715316,0.113015
2024-11-14,Pershing Square,NKE,1439181879,0.111426
2024-11-14,Pershing Square,CP,1272634267,0.098531
2024-11-14,Pershing Square,GOOG,1261880235,0.097698
2024-11-14,Pershing Square,GOOGL,661159035,0.051189
2024-11-14,Pershing Square,SEG,57435934,0.004447
2024-11-14,Third Point,PCG,983557500,0.153031
2024-11-14,Third Point,AMZN,689421000,0.107266
2024-11-14,Third Point,DHR,542139000,0.084351
2024-11-14,Third Point,VST,376364500,0.058558
2024-11-14,Third Point,BBWI,376177200,0.058529
2024-11-14,Third Point,MSFT,374361000,0.058247
2024-11-14,Third Point,ICE,334934400,0.052112
2024-11-14,Third Point,META,311979800,0.048541
2024-11-14,Third Point,TSM,309132600,0.048098
2024-11-14,Third Point,LYV,256206600,0.039863
2024-11-14,Third Point,BN,251133750,0.039074
2024-11-14,Third Point,CPAY,239261400,0.037226
2024-11-14,Third Point,AAPL,216690000,0.033715
2024-11-14,Third Point,J,215985000,0.033605
2024-11-14,Third Point,CNK,194880000,0.030321
2024-11-14,Third Point,FERG,191620050,0.029814
2024-11-14,Third Point,ROP,133545600,0.020778
2024-11-14,Third Point,APO,118664500,0.018463
2024-11-14,Tiger Global,META,4273344169,0.201283
2024-11-14,Tiger Global,MSFT,2299594200,0.108315
2024-11-14,Tiger Global,GOOGL,1709714480,0.080531
2024-11-14,Tiger Global,APO,1534543458,0.072280
2024-11-14,Tiger Global,SE,1512377064,0.071236
2024-11-14,Tiger Global,UNH,1383002072,0.065142
2024-11-14,Tiger Global,AMZN,1195397879,0.056306
2024-11-14,Tiger Global,NVDA,1175970312,0.055390
2024-11-14,Tiger Global,TTWO,897552040,0.042276
2024-11-14,Tiger Global,LLY,859184612,0.040469
2024-11-14,Tiger Global,TSM,631286977,0.029735
2024-11-14,Tiger Global,NOW,518437635,0.024419
2024-11-14,Tiger Global,WDAY,459548725,0.021646
2024-11-14,Tiger Global,CPAY,390192183,0.018379
2024-11-14,Tiger Global,AVGO,318348750,0.014995
2024-11-14,Tiger Global,QCOM,315901885,0.014880
2024-11-14,Tiger Global,DASH,313436935,0.014763
2024-11-14,Lone Pine Capital,META,1082676952,0.090400
2024-11-14,Lone Pine Capital,AMZN,1021510810,0.085292
2024-11-14,Lone Pine Capital,VST,806817735,0.067366
2024-11-14,Lone Pine Capital,TSM,731647570,0.061090
2024-11-14,Lone Pine Capital,MSFT,712481704,0.059490
2024-11-14,Lone Pine Capital,CRM,639887449,0.053428
2024-11-14,Lone Pine Capital,CEG,622547945,0.051980
2024-11-14,Lone Pine Capital,KKR,590578083,0.049311
2024-11-14,Lone Pine Capital,INTU,572165181,0.047774
2024-11-14,Lone Pine Capital,LEN,548876572,0.045829
2024-11-14,Lone Pine Capital,PM,543951638,0.045418
2024-11-14,Lone Pine Capital,XYZ,514922209,0.042994
2024-11-14,Lone Pine Capital,LPLA,507165270,0.042346
2024-11-14,Lone Pine Capital,UNH,480536798,0.040123
2024-11-14,Lone Pine Capital,PTC,460357631,0.038438
2024-11-14,Lone Pine Capital,SBUX,394917367,0.032974
2024-11-14,Lone Pine Capital,WDAY,392127738,0.032741
2024-11-14,Lone Pine Capital,BKNG,321864938,0.026875
2024-11-14,Duquesne Family Office,NTRA,452812,0.192435
2024-11-14,Duquesne Family Office,CPNG,287139,0.122028
2024-11-14,Duquesne Family Office,COHR,264821,0.112543
2024-11-14,Duquesne Family Office,PM,195070,0.082901
2024-11-14,Duquesne Family Office,WWD,181409,0.077095
2024-11-14,Duquesne Family Office,KRE,116218,0.049390
2024-11-14,Duquesne Family Office,MELI,98720,0.041954
2024-11-14,Duquesne Family Office,FCX,68737,0.029212
2024-11-14,Duquesne Family Office,KMI,57699,0.024521
2024-11-14,Duquesne Family Office,TECK,53133,0.022580
2024-11-14,Duquesne Family Office,VST,46391,0.019715
2024-11-14,Duquesne Family Office,AVGO,41397,0.017593
2024-11-14,Duquesne Family Office,MAA,37933,0.016121
2024-11-14,Duquesne Family Office,CPT,35937,0.015272
2024-11-14,Duquesne Family Office,DAKT,33157,0.014091
2024-11-14,Duquesne Family Office,WAB,32655,0.013878
2024-11-14,Scion Asset Management,JD,40000000,0.308277
2024-11-14,Scion Asset Management,BABA,39147668,0.301708
2024-11-14,Scion Asset Management,BIDU,21931907,0.169028
2024-11-14,Scion Asset Management,FOUR,13290000,0.102425
2024-11-14,Scion Asset Management,MOH,10336800,0.079665
2024-11-14,Scion Asset Management,OLPX,2350000,0.018111
2024-11-14,Scion Asset Management,REAL,1570000,0.012100
2024-11-14,Scion Asset Management,ACIC,1127000,0.008686
2025-02-13,Baupost Group,GOOG,271565,0.079359
2025-02-13,Baupost Group,WCC,259799,0.075921
2025-02-13,Baupost Group,FERG,196481,0.057417
2025-02-13,Baupost Group,QSR,189133,0.055270
2025-02-13,Baupost Group,EXP,157488,0.046022
2025-02-13,Baupost Group,DG,156250,0.045661
2025-02-13,Baupost Group,VSAT,104014,0.030396
2025-02-13,Baupost Group,GDS,100979,0.029509
2025-02-13,Baupost Group,SOLV,95543,0.027920
2025-02-13,Baupost Group,HUM,87784,0.025653
2025-02-13,Baupost Group,GPC,36819,0.010760
2025-02-13,Baupost Group,LBRDK,12755,0.003727
2025-02-14,Berkshire Hathaway,AAPL,75126000000,0.288738
2025-02-14,Berkshire Hathaway,AXP,44996539653,0.172939
2025-02-14,Berkshire Hathaway,BAC,29896266149,0.114903
2025-02-14,Berkshire Hathaway,KO,24904000000,0.095716
2025-02-14,Berkshire Hathaway,CVX,17179549745,0.066028
2025-02-14,Berkshire Hathaway,OXY,13053055436,0.050168
2025-02-14,Berkshire Hathaway,MCO,11677932812,0.044883
2025-02-14,Berkshire Hathaway,KHC,10000245261,0.038435
2025-02-14,Berkshire Hathaway,DVA,5398092493,0.020747
2025-02-14,Berkshire Hathaway,KR,3057500001,0.011751
2025-02-14,Berkshire Hathaway,VRSN,2746660741,0.010556
2025-02-14,Berkshire Hathaway,SIRI,2678283465,0.010294
2025-02-14,Berkshire Hathaway,V,2622329258,0.010079
2025-02-14,Berkshire Hathaway,AMZN,2193900000,0.008432
2025-02-14,Berkshire Hathaway,MA,2099249237,0.008068
2025-02-14,Berkshire Hathaway,COF,1328484000,0.005106
2025-02-14,Berkshire Hathaway,STZ,1242975604,0.004777
2025-02-14,Berkshire Hathaway,ALLY,1044290001,0.004014
2025-02-14,Pershing Square,BN,2004606527,0.158912
2025-02-14,Pershing Square,QSR,1499199575,0.118847
2025-02-14,Pershing Square,CMG,1486608040,0.117849
2025-02-14,Pershing Square,HHH,1450100763,0.114955
2025-02-14,Pershing Square,GOOG,1437361516,0.113945
2025-02-14,Pershing Square,NKE,1420246144,0.112588
2025-02-14,Pershing Square,HLT,1344685349,0.106598
2025-02-14,Pershing Square,CP,1076695603,0.085353
2025-02-14,Pershing Square,GOOGL,754642178,0.059823
2025-02-14,Pershing Square,SEG,140414651,0.011131
2025-02-14,Third Point,PCG,978730000,0.157554
2025-02-14,Third Point,AMZN,756895500,0.121844
2025-02-14,Third Point,DHR,436145000,0.070210
2025-02-14,Third Point,META,389364150,0.062679
2025-02-14,Third Point,TSM,351532200,0.056589
2025-02-14,Third Point,ICE,310685850,0.050014
2025-02-14,Third Point,BN,286675500,0.046148
2025-02-14,Third Point,MSFT,252900000,0.040711
2025-02-14,Third Point,LYV,222740000,0.035856
2025-02-14,Third Point,J,220473000,0.035491
2025-02-14,Third Point,LPLA,213864050,0.034427
2025-02-14,Third Point,FERG,208284000,0.033529
2025-02-14,Third Point,CPAY,206436200,0.033232
2025-02-14,Third Point,TDS,204660000,0.032946
2025-02-14,Third Point,TSLA,201920000,0.032505
2025-02-14,Third Point,TMO,182080500,0.029311
2025-02-14,Third Point,COF,164946000,0.026553
2025-02-14,Third Point,CRS,147647700,0.023768
2025-02-14,Tiger Global,META,4370913536,0.192695
2025-02-14,Tiger Global,MSFT,2252565548,0.099306
2025-02-14,Tiger Global,APO,2026897032,0.089357
2025-02-14,Tiger Global,GOOGL,1951455840,0.086031
2025-02-14,Tiger Global,SE,1701985644,0.075033
2025-02-14,Tiger Global,AMZN,1407493912,0.062050
2025-02-14,Tiger Global,NVDA,1300403930,0.057329
2025-02-14,Tiger Global,TTWO,1074890244,0.047387
2025-02-14,Tiger Global,LLY,1011289120,0.044583
2025-02-14,Tiger Global,TSM,717872200,0.031648
2025-02-14,Tiger Global,NOW,614503859,0.027091
2025-02-14,Tiger Global,WDAY,485157553,0.021389
2025-02-14,Tiger Global,AVGO,427860720,0.018863
2025-02-14,Tiger Global,CPAY,422205008,0.018613
2025-02-14,Tiger Global,DASH,368381181,0.016240
2025-02-14,Tiger Global,SHW,341393399,0.015051
2025-02-14,Tiger Global,RDDT,331946640,0.014634
2025-02-14,Lone Pine Capital,META,1192642884,0.099162
2025-02-14,Lone Pine Capital,AMZN,831276169,0.069116
2025-02-14,Lone Pine Capital,PM,778468570,0.064726
2025-02-14,Lone Pine Capital,TSM,742650086,0.061747
2025-02-14,Lone Pine Capital,VST,738013285,0.061362
2025-02-14,Lone Pine Capital,INTU,727024917,0.060448
2025-02-14,Lone Pine Capital,MSFT,691132286,0.057464
2025-02-14,Lone Pine Capital,LPLA,627796449,0.052198
2025-02-14,Lone Pine Capital,LLY,604367920,0.050250
2025-02-14,Lone Pine Capital,KKR,598760831,0.049784
2025-02-14,Lone Pine Capital,SBUX,590848951,0.049126
2025-02-14,Lone Pine Capital,COF,577011957,0.047975
2025-02-14,Lone Pine Capital,CRM,523290976,0.043509
2025-02-14,Lone Pine Capital,PTC,427724094,0.035563
2025-02-14,Lone Pine Capital,WDAY,398260016,0.033113
2025-02-14,Lone Pine Capital,CEG,388701941,0.032319
2025-02-14,Lone Pine Capital,APP,351392143,0.029216
2025-02-14,Lone Pine Capital,HWM,334858895,0.027842
2025-02-14,Duquesne Family Office,NTRA,564632,0.208689
2025-02-14,Duquesne Family Office,COHR,267227,0.098767
2025-02-14,Duquesne Family Office,WWD,203989,0.075395
2025-02-14,Duquesne Family Office,TEVA,198303,0.073293
2025-02-14,Duquesne Family Office,CPNG,195680,0.072324
2025-02-14,Duquesne Family Office,PM,162744,0.060150
2025-02-14,Duquesne Family Office,UAL,123298,0.045571
2025-02-14,Duquesne Family Office,DAL,106918,0.039517
2025-02-14,Duquesne Family Office,MELI,91356,0.033765
2025-02-14,Duquesne Family Office,AMZN,72048,0.026629
2025-02-14,Duquesne Family Office,YPF,71745,0.026517
2025-02-14,Duquesne Family Office,SLM,69509,0.025691
2025-02-14,Duquesne Family Office,KMI,60973,0.022536
2025-02-14,Duquesne Family Office,AAL,60890,0.022505
2025-02-14,Duquesne Family Office,WAB,53097,0.019625
2025-02-14,Duquesne Family Office,WBD,49231,0.018196
2025-02-14,Duquesne Family Office,LLY,48011,0.017745
2025-02-14,Scion Asset Management,BABA,12718500,0.164247
2025-02-14,Scion Asset Management,BIDU,10538750,0.136098
2025-02-14,Scion Asset Management,JD,10401000,0.134319
2025-02-14,Scion Asset Management,EL,7498000,0.096829
2025-02-14,Scion Asset Management,MOH,7276250,0.093966
2025-02-14,Scion Asset Management,PDD,7274250,0.093940
2025-02-14,Scion Asset Management,HCA,4502250,0.058142
2025-02-14,Scion Asset Management,BRKR,4396500,0.056777
2025-02-14,Scion Asset Management,VFC,4292000,0.055427
2025-02-14,Scion Asset Management,MAGN,3634000,0.046930
2025-02-14,Scion Asset Management,OSCR,2688000,0.034713
2025-02-14,Scion Asset Management,ACIC,1966506,0.025396
2025-02-14,Scion Asset Management,GOOS,249125,0.003217
2025-05-14,Baupost Group,GOOG,324644,0.093632
2025-05-14,Baupost Group,WCC,311470,0.089833
2025-05-14,Baupost Group,FIS,260853,0.075234
2025-05-14,Baupost Group,QSR,259000,0.074700
2025-05-14,Baupost Group,EXP,201875,0.058224
2025-05-14,Baupost Group,DG,185082,0.053381
2025-05-14,Baupost Group,FERG,181380,0.052313
2025-05-14,Baupost Group,GDS,107651,0.031048
2025-05-14,Baupost Group,ELV,107000,0.030861
2025-05-14,Baupost Group,VSAT,106187,0.030626
2025-05-14,Baupost Group,SOLV,80088,0.023099
2025-05-14,Baupost Group,SGI,42117,0.012147
2025-05-15,Berkshire Hathaway,AAPL,66639000000,0.263321
2025-05-15,Berkshire Hathaway,AXP,40790858835,0.161183
2025-05-15,Berkshire Hathaway,KO,28648000000,0.113201
2025-05-15,Berkshire Hathaway,BAC,26355563449,0.104143
2025-05-15,Berkshire Hathaway,CVX,19842356232,0.078406
2025-05-15,Berkshire Hathaway,OXY,13077509034,0.051675
2025-05-15,Berkshire Hathaway,MCO,11488468917,0.045396
2025-05-15,Berkshire Hathaway,KHC,9909067512,0.039155
2025-05-15,Berkshire Hathaway,DVA,5375745012,0.021242
2025-05-15,Berkshire Hathaway,KR,3384499999,0.013374
2025-05-15,Berkshire Hathaway,VRSN,3373901836,0.013332
2025-05-15,Berkshire Hathaway,V,2907927832,0.011491
2025-05-15,Berkshire Hathaway,SIRI,2700365521,0.010670
2025-05-15,Berkshire Hathaway,STZ,2203891680,0.008709
2025-05-15,Berkshire Hathaway,MA,2185161502,0.008635
2025-05-15,Berkshire Hathaway,AMZN,1902600000,0.007518
2025-05-15,Berkshire Hathaway,COF,1281995000,0.005066
2025-05-15,Berkshire Hathaway,DPZ,1204040643,0.004758
2025-05-15,Pershing Square,UBER,2207742590,0.185044
2025-05-15,Pershing Square,BN,2149054073,0.180125
2025-05-15,Pershing Square,QSR,1532780909,0.128472
2025-05-15,Pershing Square,HHH,1396560901,0.117054
2025-05-15,Pershing Square,CMG,1081582497,0.090654
2025-05-15,Pershing Square,CP,1039093677,0.087093
2025-05-15,Pershing Square,GOOG,988003363,0.082811
2025-05-15,Pershing Square,GOOGL,686289227,0.057522
2025-05-15,Pershing Square,HLT,682825214,0.057232
2025-05-15,Pershing Square,SEG,107860557,0.009040
2025-05-15,Pershing Square,HTZ,59100000,0.004954
2025-05-15,Third Point,PCG,877898000,0.174561
2025-05-15,Third Point,AMZN,447111000,0.088903
2025-05-15,Third Point,TSM,295480000,0.058753
2025-05-15,Third Point,LYV,274218000,0.054525
2025-05-15,Third Point,TDS,261882400,0.052073
2025-05-15,Third Point,BN,222218400,0.044186
2025-05-15,Third Point,KVUE,213422000,0.042437
2025-05-15,Third Point,CPAY,212719200,0.042297
2025-05-15,Third Point,APO,205410000,0.040844
2025-05-15,Third Point,LPLA,204462500,0.040655
2025-05-15,Third Point,ICE,189750000,0.037730
2025-05-15,Third Point,COF,188265000,0.037435
2025-05-15,Third Point,J,169246000,0.033653
2025-05-15,Third Point,CRS,157626600,0.031342
2025-05-15,Third Point,EQT,157618500,0.031341
2025-05-15,Third Point,NVDA,157151000,0.031248
2025-05-15,Third Point,CSGP,156479250,0.031114
2025-05-15,Tiger Global,META,4302607514,0.197489
2025-05-15,Tiger Global,MSFT,2342758312,0.107532
2025-05-15,Tiger Global,SE,2093233804,0.096079
2025-05-15,Tiger Global,GOOGL,1594152832,0.073171
2025-05-15,Tiger Global,AMZN,1253525727,0.057537
2025-05-15,Tiger Global,TTWO,1210185806,0.055547
2025-05-15,Tiger Global,NVDA,1188663069,0.054559
2025-05-15,Tiger Global,LLY,1102556814,0.050607
2025-05-15,Tiger Global,APO,850328382,0.039030
2025-05-15,Tiger Global,TSM,704084684,0.032317
2025-05-15,Tiger Global,VEEV,560660415,0.025734
2025-05-15,Tiger Global,PDD,522595846,0.023987
2025-05-15,Tiger Global,NOW,461486532,0.021182
2025-05-15,Tiger Global,APP,442033553,0.020289
2025-05-15,Tiger Global,WDAY,439091747,0.020154
2025-05-15,Tiger Global,CPAY,435055051,0.019969
2025-05-15,Tiger Global,SHW,420485868,0.019300
2025-05-15,Lone Pine Capital,META,1013276614,0.089995
2025-05-15,Lone Pine Capital,INTU,861920390,0.076552
2025-05-15,Lone Pine Capital,AMZN,828152312,0.073553
2025-05-15,Lone Pine Capital,MSFT,735887528,0.065358
2025-05-15,Lone Pine Capital,SBUX,648167734,0.057567
2025-05-15,Lone Pine Capital,TSM,641653246,0.056989
2025-05-15,Lone Pine Capital,LPLA,577079867,0.051254
2025-05-15,Lone Pine Capital,COF,569482440,0.050579
2025-05-15,Lone Pine Capital,CVNA,564028425,0.050094
2025-05-15,Lone Pine Capital,KKR,550739565,0.048914
2025-05-15,Lone Pine Capital,VST,540786303,0.048030
2025-05-15,Lone Pine Capital,APP,505967634,0.044938
2025-05-15,Lone Pine Capital,PM,477545872,0.042413
2025-05-15,Lone Pine Capital,CRM,464713645,0.041274
2025-05-15,Lone Pine Capital,LLY,455759438,0.040478
2025-05-15,Lone Pine Capital,TOL,401303242,0.035642
2025-05-15,Lone Pine Capital,CDNS,309872874,0.027521
2025-05-15,Lone Pine Capital,ARES,235227095,0.020892
2025-05-15,Duquesne Family Office,NTRA,481123,0.197054
2025-05-15,Duquesne Family Office,TEVA,228702,0.093670
2025-05-15,Duquesne Family Office,CPNG,204007,0.083556
2025-05-15,Duquesne Family Office,WWD,200328,0.082049
2025-05-15,Duquesne Family Office,PM,175439,0.071855
2025-05-15,Duquesne Family Office,COHR,144301,0.059102
2025-05-15,Duquesne Family Office,MELI,104810,0.042927
2025-05-15,Duquesne Family Office,INSM,104445,0.042778
2025-05-15,Duquesne Family Office,TSM,99397,0.040710
2025-05-15,Duquesne Family Office,DOCU,87477,0.035828
2025-05-15,Duquesne Family Office,LLY,78321,0.032078
2025-05-15,Duquesne Family Office,YPF,72722,0.029785
2025-05-15,Duquesne Family Office,BCS,58634,0.024015
2025-05-15,Duquesne Family Office,DAL,56446,0.023119
2025-05-15,Duquesne Family Office,WAB,54604,0.022364
2025-05-15,Duquesne Family Office,CCC,50523,0.020693
2025-05-15,Duquesne Family Office,KMI,47192,0.019329
2025-05-15,Duquesne Family Office,EQT,45915,0.018805
2025-05-15,Scion Asset Management,NVDA,97542000,0.489607
2025-05-15,Scion Asset Management,BABA,26446000,0.132744
2025-05-15,Scion Asset Management,PDD,23670000,0.118810
2025-05-15,Scion Asset Management,JD,16448000,0.082560
2025-05-15,Scion Asset Management,EL,13200000,0.066257
2025-05-15,Scion Asset Management,TCOM,12716000,0.063827
2025-05-15,Scion Asset Management,BIDU,9203000,0.046194
2025-08-13,Baupost Group,GOOG,467243,0.113920
2025-08-13,Baupost Group,WCC,408848,0.099682
2025-08-13,Baupost Group,FIS,308520,0.075221
2025-08-13,Baupost Group,DG,305037,0.074372
2025-08-13,Baupost Group,QSR,268445,0.065450
2025-08-13,Baupost Group,FERG,246493,0.060098
2025-08-13,Baupost Group,ELV,239599,0.058417
2025-08-13,Baupost Group,FISV,154307,0.037622
2025-08-13,Baupost Group,EXP,136678,0.033324
2025-08-13,Baupost Group,VSAT,134185,0.032716
2025-08-13,Baupost Group,GDS,99351,0.024223
2025-08-13,Baupost Group,LBRDK,73353,0.017884
2025-08-14,Berkshire Hathaway,AAPL,57447600000,0.230640
2025-08-14,Berkshire Hathaway,AXP,48360781086,0.194158
2025-08-14,Berkshire Hathaway,BAC,28641252185,0.114989
2025-08-14,Berkshire Hathaway,KO,28300000000,0.113619
2025-08-14,Berkshire Hathaway,CVX,17478457567,0.070172
2025-08-14,Berkshire Hathaway,MCO,12374113948,0.049679
2025-08-14,Berkshire Hathaway,OXY,11130189516,0.044685
2025-08-14,Berkshire Hathaway,KHC,8407891001,0.033756
2025-08-14,Berkshire Hathaway,DVA,4814317266,0.019328
2025-08-14,Berkshire Hathaway,VRSN,3838117344,0.015409
2025-08-14,Berkshire Hathaway,KR,3586500001,0.014399
2025-08-14,Berkshire Hathaway,V,2946013173,0.011828
2025-08-14,Berkshire Hathaway,SIRI,2751270614,0.011046
2025-08-14,Berkshire Hathaway,MA,2240256977,0.008994
2025-08-14,Berkshire Hathaway,AMZN,2193900000,0.008808
2025-08-14,Berkshire Hathaway,STZ,2179912000,0.008752
2025-08-14,Berkshire Hathaway,UNH,1572192781,0.006312
2025-08-14,Berkshire Hathaway,COF,1521234000,0.006107
2025-08-14,Pershing Square,UBER,2827098321,0.205920
2025-08-14,Pershing Square,BN,2545770554,0.185429
2025-08-14,Pershing Square,QSR,1524730589,0.111058
2025-08-14,Pershing Square,AMZN,1277577297,0.093056
2025-08-14,Pershing Square,HHH,1272514320,0.092687
2025-08-14,Pershing Square,CMG,1209537089,0.088100
2025-08-14,Pershing Square,GOOG,1121819859,0.081711
2025-08-14,Pershing Square,GOOGL,945117965,0.068840
2025-08-14,Pershing Square,HLT,807164145,0.058792
2025-08-14,Pershing Square,HTZ,104096897,0.007582
2025-08-14,Pershing Square,SEG,93693497,0.006824
2025-08-14,Third Point,PCG,712334000,0.119576
2025-08-14,Third Point,AMZN,594546900,0.099803
2025-08-14,Third Point,NVDA,442372000,0.074259
2025-08-14,Third Point,COF,383862443,0.064437
2025-08-14,Third Point,TSM,323880700,0.054368
2025-08-14,Third Point,LYV,298778000,0.050154
2025-08-14,Third Point,BN,289148750,0.048538
2025-08-14,Third Point,CSGP,248034000,0.041636
2025-08-14,Third Point,VST,242262500,0.040667
2025-08-14,Third Point,TDS,239275500,0.040166
2025-08-14,Third Point,LPLA,234356250,0.039340
2025-08-14,Third Point,TLN,228254450,0.038316
2025-08-14,Third Point,CPAY,227296700,0.038155
2025-08-14,Third Point,CRS,207285000,0.034796
2025-08-14,Third Point,MSFT,198964000,0.033399
2025-08-14,Third Point,CASY,183697200,0.030836
2025-08-14,Third Point,APO,180884250,0.030364
2025-08-14,Third Point,KVUE,178428250,0.029952
2025-08-14,Tiger Global,META,5560419467,0.191012
2025-08-14,Tiger Global,MSFT,3258715957,0.111944
2025-08-14,Tiger Global,SE,2565651120,0.088135
2025-08-14,Tiger Global,AMZN,2344300840,0.080531
2025-08-14,Tiger Global,GOOGL,1873571974,0.064361
2025-08-14,Tiger Global,NVDA,1850023718,0.063552
2025-08-14,Tiger Global,TTWO,1418063320,0.048713
2025-08-14,Tiger Global,LLY,1177994555,0.040467
2025-08-14,Tiger Global,TSM,1036955927,0.035622
2025-08-14,Tiger Global,RDDT,925852521,0.031805
2025-08-14,Tiger Global,APO,880941198,0.030262
2025-08-14,Tiger Global,AVGO,745140939,0.025597
2025-08-14,Tiger Global,APP,701206389,0.024088
2025-08-14,Tiger Global,VEEV,697055590,0.023945
2025-08-14,Tiger Global,GEV,580897695,0.019955
2025-08-14,Tiger Global,ZS,528444528,0.018153
2025-08-14,Tiger Global,LRCX,512040328,0.017590
2025-08-14,Tiger Global,CPAY,498276176,0.017117
2025-08-14,Lone Pine Capital,VST,1253896239,0.093629
2025-08-14,Lone Pine Capital,META,1228932398,0.091765
2025-08-14,Lone Pine Capital,AMZN,1104311851,0.082460
2025-08-14,Lone Pine Capital,MSFT,922623923,0.068893
2025-08-14,Lone Pine Capital,TSM,778201521,0.058109
2025-08-14,Lone Pine Capital,CVNA,724056615,0.054066
2025-08-14,Lone Pine Capital,LPLA,702036833,0.052422
2025-08-14,Lone Pine Capital,KKR,694651930,0.051870
2025-08-14,Lone Pine Capital,COF,655435477,0.048942
2025-08-14,Lone Pine Capital,INTU,607787292,0.045384
2025-08-14,Lone Pine Capital,APP,552053055,0.041222
2025-08-14,Lone Pine Capital,UNH,528273464,0.039447
2025-08-14,Lone Pine Capital,SBUX,509641845,0.038055
2025-08-14,Lone Pine Capital,CRM,508070282,0.037938
2025-08-14,Lone Pine Capital,PM,502258808,0.037504
2025-08-14,Lone Pine Capital,EQT,438462999,0.032740
2025-08-14,Lone Pine Capital,BN,347682662,0.025962
2025-08-14,Lone Pine Capital,BKNG,347192301,0.025925
2025-08-14,Scion Asset Management,UNH,115428900,0.199588
2025-08-14,Scion Asset Management,REGN,112875000,0.195172
2025-08-14,Scion Asset Management,LULU,106911000,0.184859
2025-08-14,Scion Asset Management,META,73809000,0.127623
2025-08-14,Scion Asset Management,EL,52520000,0.090812
2025-08-14,Scion Asset Management,JD,32640000,0.056438
2025-08-14,Scion Asset Management,BABA,28352500,0.049024
2025-08-14,Scion Asset Management,VFC,17625000,0.030475
2025-08-14,Scion Asset Management,BRKR,10300000,0.017810
2025-08-14,Scion Asset Management,MELI,7840890,0.013558
2025-08-15,Duquesne Family Office,NTRA,540556,0.184011
2025-08-15,Duquesne Family Office,TEVA,267639,0.091107
2025-08-15,Duquesne Family Office,INSM,236850,0.080626
2025-08-15,Duquesne Family Office,WWD,208059,0.070825
2025-08-15,Duquesne Family Office,TSM,173284,0.058988
2025-08-15,Duquesne Family Office,PM,148614,0.050590
2025-08-15,Duquesne Family Office,MELI,140417,0.047799
2025-08-15,Duquesne Family Office,ENTG,132741,0.045186
2025-08-15,Duquesne Family Office,CPNG,122999,0.041870
2025-08-15,Duquesne Family Office,COHR,103291,0.035161
2025-08-15,Duquesne Family Office,DOCU,100512,0.034215
2025-08-15,Duquesne Family Office,MSFT,99945,0.034022
2025-08-15,Duquesne Family Office,ROKU,96723,0.032925
2025-08-15,Duquesne Family Office,LLY,78479,0.026715
2025-08-15,Duquesne Family Office,WBD,74916,0.025502
2025-08-15,Duquesne Family Office,EQT,73057,0.024869
2025-08-15,Duquesne Family Office,IWM,72290,0.024608
2025-08-15,Duquesne Family Office,C,56715,0.019306
2025-11-03,Scion Asset Management,PLTR,912100000,0.660369
2025-11-03,Scion Asset Management,NVDA,186580000,0.135086
2025-11-03,Scion Asset Management,PFE,152880000,0.110687
2025-11-03,Scion Asset Management,HAL,61500000,0.044527
2025-11-03,Scion Asset Management,MOH,23920000,0.017318
2025-11-03,Scion Asset Management,LULU,17793000,0.012882
2025-11-03,Scion Asset Management,SLM,13287895,0.009621
2025-11-13,Baupost Group,QSR,529337,0.111133
2025-11-13,Baupost Group,GOOG,452550,0.095012
2025-11-13,Baupost Group,ELV,426195,0.089478
2025-11-13,Baupost Group,UNP,353658,0.074249
2025-11-13,Baupost Group,WCC,317923,0.066747
2025-11-13,Baupost Group,DG,275622,0.057866
2025-11-13,Baupost Group,FERG,259502,0.054482
2025-11-13,Baupost Group,FIS,249894,0.052464
2025-11-13,Baupost Group,EXP,218978,0.045974
2025-11-13,Baupost Group,GPC,193347,0.040593
2025-11-13,Baupost Group,GDS,125773,0.026406
2025-11-13,Baupost Group,FISV,115392,0.024226
2025-11-13,Baupost Group,COLD,44064,0.009251
2025-11-14,Berkshire Hathaway,AAPL,60656116097,0.235867
2025-11-14,Berkshire Hathaway,AXP,50359010112,0.195826
2025-11-14,Berkshire Hathaway,BAC,29306731919,0.113962
2025-11-14,Berkshire Hathaway,KO,26528000000,0.103157
2025-11-14,Berkshire Hathaway,CVX,18955441549,0.073710
2025-11-14,Berkshire Hathaway,OXY,12518482615,0.048679
