No.,company_name,EADate,date_status,estimated_eps,previous_eps,Ticker,EATime,EATimeFlag,Ticker.1,Prior Date,Market Cap,Employees,IPO Date,Shares_Outstanding,Price,Price_3M_Ago,Performance (Quarter),Sector,Industry,Country,Purchase date,Sell Date,Sales Growth Past 5 Years,Short Ratio,Total Debt/Equity,Average Volume,QuarterlyPerf
485,SBC Medical Group Holding,11/14/2025,confirmed,0.12,0.03,SBC,7:00:00,BMO,SBC,11/14/2025,339.5,863,9/18/2024,102576943,3.31,4.46,-25.80%,Industrials,Consulting Services,USA,11/13/2025,,11.98%,2,0.5,1000000,-25.78
238,iQSTEL,11/14/2025,confirmed,-0.25,-0.4,IQST,10:01:58,BMO,IQST,11/14/2025,18.6,100,1/30/2013,3607267,5.145,7.1,-27.50%,Communication Services,Telecom Services,USA,11/13/2025,,11.98%,2,0.5,1000000,-27.54
633,Hyperfine,11/13/2025,confirmed,-0.1,-0.14,HYPR,16:05:00,AMC,HYPR,11/13/2025,99.2,111,12/23/2021,94465414,1.05,1.45,-27.60%,Healthcare,Medical Devices,USA,11/13/2025,,11.98%,2,0.5,1000000,-27.59
515,Actuate Therapeutics,11/13/2025,confirmed,-0.27,-0.55,ACTU,16:01:42,AMC,ACTU,11/13/2025,136.7,10,8/13/2024,23243328,5.88,8.22,-28.50%,Healthcare,Biotechnology,USA,11/13/2025,,11.98%,2,0.5,1000000,-28.47
532,Marker Therapeutics,11/13/2025,confirmed,-0.4,-0.26,MRKR,17:30:00,AMC,MRKR,11/13/2025,11.5,5,1/7/1998,12938910,0.892,1.25,-28.60%,Healthcare,Biotechnology,USA,11/13/2025,,11.98%,2,0.5,1000000,-28.64
536,Atlas Lithium,11/13/2025,confirmed,-0.64,-0.6,ATLX,17:02:00,AMC,ATLX,11/13/2025,87.5,70,6/27/2012,20535259,4.26,5.99,-28.90%,Basic Materials,Other Industrial Metals & Mining,Brazil,11/13/2025,,11.98%,2,0.5,1000000,-28.88
641,Newsmax,11/13/2025,confirmed,-0.09,-0.29,NMAX,16:05:00,AMC,NMAX,11/13/2025,1099.5,400,3/31/2025,129049796,8.52,11.99,-28.90%,Communication Services,Broadcasting,USA,11/13/2025,,11.98%,2,0.5,1000000,-28.94
447,Nixxy,11/14/2025,confirmed,,-2.66,NIXX,9:00:00,BMO,NIXX,11/14/2025,24.4,3,4/7/1994,20833313,1.17,1.65,-29.10%,Industrials,Staffing & Employment Services,USA,11/13/2025,,11.98%,2,0.5,1000000,-29.09
635,Legacy Education,11/13/2025,confirmed,0.15,0.21,LGCY,16:05:00,AMC,LGCY,11/13/2025,105.9,250,9/26/2024,12563370,8.43,11.89,-29.10%,Consumer Defensive,Education & Training Services,USA,11/13/2025,,11.98%,2,0.5,1000000,-29.1
603,Starz Entertainment,11/13/2025,confirmed,-1.66,,STRZ,16:00:00,AMC,STRZ,11/13/2025,180.4,541,5/7/2025,16721810,10.79,15.36,-29.80%,Communication Services,Entertainment,USA,11/13/2025,,11.98%,2,0.5,1000000,-29.75
560,"Catheter Precision, Inc. Common Stock",11/13/2025,confirmed,,-38.19,VTAK,16:15:00,AMC,VTAK,11/13/2025,3.1,22,9/27/2018,1487266,2.053,2.9241,-29.80%,Healthcare,Medical Devices,USA,11/13/2025,,11.98%,2,0.5,1000000,-29.79
279,Moleculin Biotech,11/13/2025,confirmed,-0.22,-1.89,MBRX,16:17:42,AMC,MBRX,11/13/2025,22.5,17,6/2/2016,49498576,0.4539,0.6478,-29.90%,Healthcare,Biotechnology,USA,11/13/2025,,11.98%,2,0.5,1000000,-29.93
648,TELA Bio,11/13/2025,confirmed,-0.19,-0.42,TELA,16:05:00,AMC,TELA,11/13/2025,44,209,11/8/2019,39616440,1.11,1.6,-30.60%,Healthcare,Medical Devices,USA,11/13/2025,,11.98%,2,0.5,1000000,-30.62
247,Kairos Pharma,11/14/2025,confirmed,-0.09,-0.1,KAPA,13:42:29,BMO,KAPA,11/14/2025,17.2,4,9/16/2024,20743765,0.8294,1.2,-30.90%,Healthcare,Biotechnology,USA,11/13/2025,,11.98%,2,0.5,1000000,-30.88
223,GT Biopharma,11/14/2025,confirmed,-0.31,-1.53,GTBP,9:00:00,BMO,GTBP,11/14/2025,9.8,1,2/11/2021,10636135,0.9206,1.34,-31.30%,Healthcare,Biotechnology,USA,11/13/2025,,11.98%,2,0.5,1000000,-31.3
500,Binah Capital Group,11/13/2025,confirmed,,-0.09,BCG,18:04:01,AMC,BCG,11/13/2025,23.7,150,3/27/2024,16602460,1.425,2.1072,-32.40%,Financial,Asset Management,USA,11/13/2025,,11.98%,2,0.5,1000000,-32.37
552,Ainos,11/13/2025,confirmed,,-1.65,AIMD,16:15:00,AMC,AIMD,11/13/2025,12.3,44,8/8/1996,4771184,2.58,3.82,-32.50%,Technology,Scientific & Technical Instruments,USA,11/13/2025,,11.98%,2,0.5,1000000,-32.46
510,Blaize Holdings,11/13/2025,confirmed,-0.13,,BZAI,16:30:00,AMC,BZAI,11/13/2025,274,232,1/14/2025,107866345,2.54,3.78,-32.80%,Technology,Software - Application,USA,11/13/2025,,11.98%,2,0.5,1000000,-32.8
513,NexMetals Mining,11/13/2025,confirmed,,-1.29,NEXM,17:01:55,AMC,NEXM,11/13/2025,80.7,,8/18/2022,21455608,3.76,5.6,-32.90%,Basic Materials,Other Industrial Metals & Mining,Canada,11/13/2025,,11.98%,2,0.5,1000000,-32.86
474,TuHURA Biosciences,11/14/2025,confirmed,-0.15,,HURA,4:43:14,BMO,HURA,11/14/2025,105.1,19,10/18/2024,51258388,2.05,3.06,-33.00%,Healthcare,Biotechnology,USA,11/13/2025,,11.98%,2,0.5,1000000,-33.01
596,Xos,11/13/2025,confirmed,-0.77,-1.32,XOS,16:05:00,AMC,XOS,11/13/2025,26.4,109,8/20/2021,10493845,2.52,3.78,-33.30%,Industrials,Farm & Heavy Construction Machinery,USA,11/13/2025,,11.98%,2,0.5,1000000,-33.33
388,Zeo Energy,11/14/2025,confirmed,,-0.08,ZEO,8:05:00,BMO,ZEO,11/14/2025,46.1,190,3/14/2024,30520369,1.51,2.27,-33.50%,Technology,Solar,USA,11/13/2025,,11.98%,2,0.5,1000000,-33.48
411,Verrica Pharmaceuticals,11/14/2025,confirmed,-0.97,-4.3,VRCA,7:00:00,BMO,VRCA,11/14/2025,37.1,71,6/15/2018,9445768,3.93,5.96,-34.10%,Healthcare,Biotechnology,USA,11/13/2025,,11.98%,2,0.5,1000000,-34.06
580,Milestone Scientific,11/13/2025,confirmed,-0.01,-0.02,MLSS,16:00:00,AMC,MLSS,11/13/2025,29.8,17,11/3/1995,78559147,0.3797,0.5792,-34.40%,Healthcare,Medical Instruments & Supplies,USA,11/13/2025,,11.98%,2,0.5,1000000,-34.44
585,Phio Pharma,11/13/2025,confirmed,-0.44,-1.54,PHIO,16:15:00,AMC,PHIO,11/13/2025,15.8,5,5/10/2012,11039932,1.43,2.19,-34.70%,Healthcare,Biotechnology,USA,11/13/2025,,11.98%,2,0.5,1000000,-34.7
563,Astrotech,11/13/2025,confirmed,,-2.01,ASTC,16:15:00,AMC,ASTC,11/13/2025,5.8,32,12/21/1995,1758953,3.28,5.1,-35.70%,Technology,Scientific & Technical Instruments,USA,11/13/2025,,11.98%,2,0.5,1000000,-35.69
479,Arrive AI,11/14/2025,confirmed,-0.13,-0.03,ARAI,7:28:00,BMO,ARAI,11/14/2025,126.2,,5/15/2025,33025649,3.82,6,-36.30%,Technology,Software - Infrastructure,USA,11/13/2025,,11.98%,2,0.5,1000000,-36.33
607,GrabAGun Digital Hldgs,11/13/2025,confirmed,0.01,,PEW,16:05:00,AMC,PEW,11/13/2025,130.9,,7/16/2025,31545268,4.15,6.55,-36.60%,Industrials,Aerospace & Defense,USA,11/13/2025,,11.98%,2,0.5,1000000,-36.64
475,Edible Garden AG,11/14/2025,confirmed,-0.51,-16.25,EDBL,7:30:00,BMO,EDBL,11/14/2025,3.8,99,5/5/2022,2924932,1.31,2.07,-36.70%,Consumer Defensive,Farm Products,USA,11/13/2025,,11.98%,2,0.5,1000000,-36.71
453,BTCS,11/14/2025,confirmed,-0.02,-0.1,BTCS,8:30:00,BMO,BTCS,11/14/2025,130.7,7,9/9/2008,46838532,2.79,4.41,-36.70%,Financial,Capital Markets,USA,11/13/2025,,11.98%,2,0.5,1000000,-36.73
282,SILO Pharma,11/13/2025,confirmed,,-0.22,SILO,16:18:49,AMC,SILO,11/13/2025,5.8,3,1/5/2012,13318273,0.4353,0.6921,-37.10%,Healthcare,Biotechnology,USA,11/13/2025,,11.98%,2,0.5,1000000,-37.1
558,Expion360,11/13/2025,confirmed,-0.54,-24.55,XPON,16:05:00,AMC,XPON,11/13/2025,11.4,20,4/1/2022,8966739,1.27,2.02,-37.10%,Industrials,Electrical Equipment & Parts,USA,11/13/2025,,11.98%,2,0.5,1000000,-37.13
631,Geovax Labs,11/13/2025,confirmed,-0.26,-0.91,GOVX,16:00:00,AMC,GOVX,11/13/2025,13.9,17,2/1/1995,29705360,0.469,0.751,-37.50%,Healthcare,Biotechnology,USA,11/13/2025,,11.98%,2,0.5,1000000,-37.55
443,Versus Systems,11/14/2025,confirmed,,-0.22,VS,7:00:00,BMO,VS,11/14/2025,7,5,12/22/2020,4901677,1.42,2.29,-38.00%,Technology,Software - Application,USA,11/13/2025,,11.98%,2,0.5,1000000,-37.99
461,Cocrystal Pharma,11/14/2025,confirmed,-0.22,-0.49,COCP,8:00:00,BMO,COCP,11/14/2025,14.2,11,4/1/2008,13782372,1.03,1.695,-39.20%,Healthcare,Biotechnology,USA,11/13/2025,,11.98%,2,0.5,1000000,-39.23
654,Origin Mat,11/13/2025,confirmed,,-0.26,ORGN,16:01:00,AMC,ORGN,11/13/2025,75.1,109,6/25/2021,149898813,0.5011,0.8387,-40.20%,Basic Materials,Chemicals,USA,11/13/2025,,11.98%,2,0.5,1000000,-40.25
636,Arena Group Holdings,11/13/2025,confirmed,0.16,0.13,AREN,16:00:00,AMC,AREN,11/13/2025,189.9,198,11/21/1996,47465749,4,6.7,-40.30%,Communication Services,Internet Content & Information,USA,11/13/2025,,11.98%,2,0.5,1000000,-40.3
374,Neuphoria Therapeutics,11/14/2025,confirmed,-1.01,-0.62,NEUP,7:34:57,BMO,NEUP,11/14/2025,11.3,8,12/16/2021,2357613,4.79,8.1,-40.90%,Healthcare,Biotechnology,USA,11/13/2025,,11.98%,2,0.5,1000000,-40.86
499,Willamette Valley,11/13/2025,confirmed,,-0.17,WVVI,18:15:00,AMC,WVVI,11/13/2025,13.7,310,9/15/1994,4964529,2.76,4.68,-41.00%,Consumer Defensive,Beverages - Wineries & Distilleries,USA,11/13/2025,,11.98%,2,0.5,1000000,-41.03
472,Interactive Strength,11/14/2025,confirmed,-4.9,-15.3,TRNR,8:00:00,BMO,TRNR,11/14/2025,5.1,26,4/28/2023,2079513,2.44,4.16,-41.40%,Consumer Cyclical,Personal Services,USA,11/13/2025,,11.98%,2,0.5,1000000,-41.35
619,CytoSorbents,11/13/2025,confirmed,-0.05,-0.08,CTSO,16:05:00,AMC,CTSO,11/13/2025,41.8,149,5/17/2005,62761805,0.6655,1.14,-41.60%,Healthcare,Medical Devices,USA,11/13/2025,,11.98%,2,0.5,1000000,-41.62
582,GameSquare Holdings,11/13/2025,confirmed,-0.03,-0.15,GAME,16:05:00,AMC,GAME,11/13/2025,50.1,132,11/29/2017,98380767,0.5091,0.8898,-42.80%,Communication Services,Electronic Gaming & Multimedia,USA,11/13/2025,,11.98%,2,0.5,1000000,-42.78
397,Jet AI,11/14/2025,confirmed,-0.48,-43.82,JTAI,8:00:00,BMO,JTAI,11/14/2025,6.5,8,8/11/2023,3501256,1.85,3.27,-43.40%,Technology,Software - Application,USA,11/13/2025,,11.98%,2,0.5,1000000,-43.43
365,iPower,11/14/2025,confirmed,,-1.94,IPW,9:20:00,BMO,IPW,11/14/2025,9.9,14,5/12/2021,1049789,9.4,17.037,-44.80%,Consumer Cyclical,Internet Retail,USA,11/13/2025,,11.98%,2,0.5,1000000,-44.83
581,VolitionRX,11/13/2025,confirmed,-0.05,-0.07,VNRX,16:20:00,AMC,VNRX,11/13/2025,42.9,48,4/25/2007,120877921,0.3545,0.6438,-44.90%,Healthcare,Medical Devices,USA,11/13/2025,,11.98%,2,0.5,1000000,-44.94
486,Iterum Therapeutics,11/14/2025,confirmed,-0.11,-0.24,ITRM,7:00:00,BMO,ITRM,11/14/2025,22.6,9,5/25/2018,48051157,0.4701,0.8631,-45.50%,Healthcare,Biotechnology,Ireland,11/13/2025,,11.98%,2,0.5,1000000,-45.53
526,A2Z Smart Techs,11/13/2025,confirmed,,-0.15,AZ,16:10:00,AMC,AZ,11/13/2025,217.5,89,5/1/2020,41830502,5.2,9.62,-46.00%,Technology,Software - Application,Canada,11/13/2025,,11.98%,2,0.5,1000000,-45.95
537,Akari Therapeutics,11/13/2025,confirmed,-0.11,0,AKTX,17:01:00,AMC,AKTX,11/13/2025,17,12,12/7/2012,32614731,0.5201,0.9701,-46.40%,Healthcare,Biotechnology,USA,11/13/2025,,11.98%,2,0.5,1000000,-46.39
434,DeFi Technologies,11/14/2025,confirmed,0.08,,DEFT,8:00:00,BMO,DEFT,11/14/2025,474.6,10,,385815475,1.23,2.305,-46.60%,Financial,Capital Markets,Canada,11/13/2025,,11.98%,2,0.5,1000000,-46.64
644,SeaStar Medical Holding,11/13/2025,confirmed,-0.15,-1.1,ICU,16:05:00,AMC,ICU,11/13/2025,15.7,18,10/31/2022,34096420,0.4601,0.88,-47.70%,Healthcare,Biotechnology,USA,11/13/2025,,11.98%,2,0.5,1000000,-47.72
557,CID Holdco,11/13/2025,confirmed,,-0.22,DAIC,16:38:42,AMC,DAIC,11/13/2025,69.4,,6/23/2025,27636939,2.51,5.07,-50.50%,Technology,Information Technology Services,USA,11/13/2025,,11.98%,2,0.5,1000000,-50.49
429,Iveda Solutions,11/14/2025,confirmed,,-0.27,IVDA,8:01:00,BMO,IVDA,11/14/2025,4.7,32,11/13/2007,5879741,0.7913,1.7,-53.50%,Industrials,Security & Protection Services,USA,11/13/2025,,11.98%,2,0.5,1000000,-53.45
600,Bionano Genomics,11/13/2025,confirmed,-2.13,-30.92,BNGO,16:01:00,AMC,BNGO,11/13/2025,14.2,100,8/1/2018,9680265,1.47,3.21,-54.20%,Healthcare,Medical Instruments & Supplies,USA,11/13/2025,,11.98%,2,0.5,1000000,-54.21
487,AIRO Group Holdings,11/14/2025,confirmed,-0.01,-1.85,AIRO,6:35:00,BMO,AIRO,11/14/2025,277,,6/13/2025,27421095,10.1,22.11,-54.30%,Industrials,Aerospace & Defense,USA,11/13/2025,,11.98%,2,0.5,1000000,-54.32
236,Tevogen Bio Holdings,11/14/2025,confirmed,-0.06,-0.03,TVGN,9:22:54,BMO,TVGN,11/14/2025,82,17,2/15/2024,196705067,0.4171,0.9483,-56.00%,Healthcare,Biotechnology,USA,11/13/2025,,11.98%,2,0.5,1000000,-56.02
649,Luminar Technologies,11/13/2025,confirmed,-1.2,-2.39,LAZR,16:01:00,AMC,LAZR,11/13/2025,72.9,580,12/3/2020,68764458,1.06,2.46,-56.90%,Consumer Cyclical,Auto Parts,USA,11/13/2025,,11.98%,2,0.5,1000000,-56.91
640,Intchains Gr,11/13/2025,confirmed,,0,ICG,16:03:00,AMC,ICG,11/13/2025,61.2,133,3/16/2023,60586927,1.01,2.415,-58.20%,Technology,Semiconductors,China,11/13/2025,,11.98%,2,0.5,1000000,-58.18
291,N2OFF,11/13/2025,confirmed,,-13.65,NITO,16:34:23,AMC,NITO,11/13/2025,8.4,5,12/15/2009,2682483,3.14,7.6825,-59.10%,Basic Materials,Agricultural Inputs,Israel,11/13/2025,,11.98%,2,0.5,1000000,-59.13
478,LM Funding America,11/14/2025,confirmed,-0.43,-2.41,LMFA,7:30:00,BMO,LMFA,11/14/2025,11.2,9,10/23/2015,11833973,0.9477,2.44,-61.20%,Financial,Credit Services,USA,11/13/2025,,11.98%,2,0.5,1000000,-61.16
467,IO Biotech,11/14/2025,confirmed,-0.2,-0.36,IOBT,8:00:00,BMO,IOBT,11/14/2025,54.5,78,11/5/2021,65880914,0.8276,2.16,-61.70%,Healthcare,Biotechnology,Denmark,11/13/2025,,11.98%,2,0.5,1000000,-61.69
548,Armlogi Holding,11/13/2025,confirmed,-0.01,-0.11,BTOC,16:44:51,AMC,BTOC,11/13/2025,24.4,210,5/14/2024,45443079,0.5376,1.5,-64.20%,Industrials,Integrated Freight & Logistics,USA,11/13/2025,,11.98%,2,0.5,1000000,-64.16
462,Purple Biotech,11/14/2025,confirmed,-0.26,-0.39,PPBT,7:00:00,BMO,PPBT,11/14/2025,6.5,7,11/20/2015,9030449,0.7183,2.31,-68.90%,Healthcare,Biotechnology,Israel,11/13/2025,,11.98%,2,0.5,1000000,-68.9
586,Calidi Biotherapeutics,11/13/2025,confirmed,-1.68,-7.8,CLDI,16:15:00,AMC,CLDI,11/13/2025,8.1,28,9/13/2023,5349210,1.52,5.04,-69.80%,Healthcare,Biotechnology,USA,11/13/2025,,11.98%,2,0.5,1000000,-69.84
575,Super League Enterprise,11/13/2025,confirmed,-2.79,-10.19,SLE,16:30:00,AMC,SLE,11/13/2025,4.6,75,2/26/2019,3751304,1.22,4.09,-70.20%,Communication Services,Internet Content & Information,USA,11/13/2025,,11.98%,2,0.5,1000000,-70.17
439,Aspire Biopharma Hldgs,11/14/2025,confirmed,,-0.01,ASBP,8:21:00,BMO,ASBP,11/14/2025,5.3,,2/20/2025,49525970,0.1063,0.359,-70.40%,Healthcare,Biotechnology,USA,11/13/2025,,11.98%,2,0.5,1000000,-70.39
241,Lazydays Hldgs,11/14/2025,confirmed,,-41.19,GORV,11:55:49,BMO,GORV,11/14/2025,4.2,1100,11/24/2015,3735655,1.13,3.86,-70.70%,Consumer Cyclical,Auto & Truck Dealerships,USA,11/13/2025,,11.98%,2,0.5,1000000,-70.73
589,ZSPACE,11/13/2025,confirmed,-0.19,6.92,ZSPC,16:05:00,AMC,ZSPC,11/13/2025,17.3,78,12/5/2024,24035867,0.72,2.54,-71.70%,Technology,Computer Hardware,USA,11/13/2025,,11.98%,2,0.5,1000000,-71.65
466,bioAffinity Technologies,11/14/2025,confirmed,-2.7,-4.8,BIAF,8:00:00,BMO,BIAF,11/14/2025,6.7,57,9/1/2022,3633815,1.84,6.993,-73.70%,Healthcare,Diagnostics & Research,USA,11/13/2025,,11.98%,2,0.5,1000000,-73.69
507,Vor Biopharma,11/13/2025,confirmed,-3.68,-8,VOR,16:00:00,AMC,VOR,11/13/2025,66.8,168,2/5/2021,6853907,9.75,39.6,-75.40%,Healthcare,Biotechnology,USA,11/13/2025,,11.98%,2,0.5,1000000,-75.38
578,Sable Offshore,11/13/2025,confirmed,-0.88,-4.11,SOC,16:13:00,AMC,SOC,11/13/2025,586.1,161,4/19/2021,99507250,5.89,29.78,-80.20%,Energy,Oil & Gas Drilling,USA,11/13/2025,,11.98%,2,0.5,1000000,-80.22
426,Nauticus Robotics,11/14/2025,confirmed,,-3.23,KITT,6:12:00,BMO,KITT,11/14/2025,7.5,47,9/13/2022,5703702,1.31,7.7481,-83.10%,Industrials,Aerospace & Defense,USA,11/13/2025,,11.98%,2,0.5,1000000,-83.09
277,Safe & Green Holdings,11/14/2025,confirmed,,-113.82,SGBX,6:12:36,BMO,SGBX,11/14/2025,1.1,5,6/22/2017,503474,2.15,15.4432,-86.10%,Industrials,Metal Fabrication,USA,11/13/2025,,11.98%,2,0.5,1000000,-86.08
458,"Amaze Holdings, Inc. Common Stock",11/14/2025,confirmed,,-0.46,AMZE,8:30:00,BMO,AMZE,11/14/2025,2.4,4,12/14/2021,5825181,0.4072,3.41,-88.10%,Consumer Defensive,Beverages - Wineries & Distilleries,USA,11/13/2025,,11.98%,2,0.5,1000000,-88.06
698,Star Equity Hldgs,11/13/2025,confirmed,0.32,-0.13,STRR,8:31:00,BMO,STRR,11/13/2025,35.3,980,3/17/2003,3499626,10.08,2.19,360.30%,Industrials,Conglomerates,USA,11/12/2025,,11.98%,2,0.5,1000000,360.27
356,Better Home & Finance,11/13/2025,confirmed,-1.9,-3.58,BETR,7:00:00,BMO,BETR,11/13/2025,881.3,,8/24/2023,15350717,57.41,16.65,244.80%,Financial,Mortgage Finance,USA,11/12/2025,,11.98%,2,0.5,1000000,244.8
919,Talphera,11/12/2025,confirmed,-0.12,-0.13,TLPH,16:05:00,AMC,TLPH,11/12/2025,60.1,13,2/11/2011,46609618,1.29,0.4325,198.30%,Healthcare,Drug Manufacturers - Specialty & Generic,USA,11/12/2025,,11.98%,2,0.5,1000000,198.27
851,Armata Pharmaceuticals,11/12/2025,confirmed,-0.42,-0.15,ARMP,16:05:00,AMC,ARMP,11/12/2025,242.4,75,5/27/1994,36229842,6.69,2.5,167.60%,Healthcare,Biotechnology,USA,11/12/2025,,11.98%,2,0.5,1000000,167.6
941,GRAIL,11/12/2025,confirmed,-3.36,-3.94,GRAL,16:02:00,AMC,GRAL,11/12/2025,3055.8,1000,6/12/2024,36047799,84.77,33.98,149.50%,Healthcare,Diagnostics & Research,USA,11/12/2025,,11.98%,2,0.5,1000000,149.47
314,Estrella Immunopharma,11/12/2025,confirmed,,-0.01,ESLA,16:10:14,AMC,ESLA,11/12/2025,77.8,,10/2/2023,37065589,2.1,0.8497,147.20%,Healthcare,Biotechnology,USA,11/12/2025,,11.98%,2,0.5,1000000,147.15
768,Canadian Solar,11/13/2025,confirmed,-1.03,-0.31,CSIQ,6:00:00,BMO,CSIQ,11/13/2025,1916.7,17113,11/9/2006,66972246,28.62,11.68,145.00%,Technology,Solar,Canada,11/12/2025,,11.98%,2,0.5,1000000,145.03
910,eGain,11/12/2025,confirmed,0.07,0.04,EGAN,16:05:00,AMC,EGAN,11/12/2025,408,446,9/23/1999,27019335,15.1,6.18,144.30%,Technology,Software - Application,USA,11/12/2025,,11.98%,2,0.5,1000000,144.34
310,Tharimmune,11/12/2025,confirmed,,-2.45,THAR,16:59:22,AMC,THAR,11/12/2025,27.7,3,1/12/2022,8593070,3.22,1.32,143.90%,Healthcare,Biotechnology,USA,11/12/2025,,11.98%,2,0.5,1000000,143.94
758,Zura Bio,11/13/2025,confirmed,-0.18,-0.26,ZURA,6:30:00,BMO,ZURA,11/13/2025,271.8,30,3/21/2023,65018058,4.18,1.72,143.00%,Healthcare,Biotechnology,USA,11/12/2025,,11.98%,2,0.5,1000000,143.02
709,Monopar Therapeutics,11/13/2025,confirmed,-0.42,-0.37,MNPR,8:00:00,BMO,MNPR,11/13/2025,536.8,16,12/19/2019,6169961,87.01,35.86,142.60%,Healthcare,Biotechnology,USA,11/12/2025,,11.98%,2,0.5,1000000,142.64
818,Metsera,11/12/2025,confirmed,-0.63,-7.56,MTSR,17:00:17,AMC,MTSR,11/12/2025,7445.5,109,1/31/2025,105236101,70.75,30.87,129.20%,Healthcare,Biotechnology,USA,11/12/2025,,11.98%,2,0.5,1000000,129.19
889,Stran & Co,11/12/2025,confirmed,,-0.11,SWAG,16:30:00,AMC,SWAG,11/12/2025,62.2,156,11/9/2021,18555366,3.35,1.56,114.70%,Communication Services,Advertising Agencies,USA,11/12/2025,,11.98%,2,0.5,1000000,114.74
837,Kyverna Therapeutics,11/12/2025,confirmed,-0.96,-0.8,KYTX,16:05:00,AMC,KYTX,11/12/2025,317,129,2/8/2024,43245667,7.33,3.47,111.20%,Healthcare,Biotechnology,USA,11/12/2025,,11.98%,2,0.5,1000000,111.24
732,Evoke Pharma,11/13/2025,confirmed,-0.45,-0.94,EVOK,7:00:00,BMO,EVOK,11/13/2025,18.4,3,9/25/2013,1722409,10.69,5.14,108.00%,Healthcare,Drug Manufacturers - Specialty & Generic,USA,11/12/2025,,11.98%,2,0.5,1000000,107.98
926,Immuneering,11/12/2025,confirmed,-0.38,-0.49,IMRX,16:05:00,AMC,IMRX,11/12/2025,418.6,54,7/30/2021,63238699,6.62,3.22,105.60%,Healthcare,Biotechnology,USA,11/12/2025,,11.98%,2,0.5,1000000,105.59
739,Bitfarms,11/13/2025,confirmed,-0.02,-0.05,BITF,7:00:00,BMO,BITF,11/13/2025,1436.8,170,8/15/2019,552599613,2.6,1.27,104.70%,Financial,Capital Markets,Canada,11/12/2025,,11.98%,2,0.5,1000000,104.72
706,Clene,11/13/2025,confirmed,-0.58,-1.22,CLNN,8:00:00,BMO,CLNN,11/13/2025,73.5,76,12/31/2020,10069970,7.3,3.6,102.80%,Healthcare,Biotechnology,USA,11/12/2025,,11.98%,2,0.5,1000000,102.78
767,National Energy Services,11/13/2025,confirmed,0.15,0.31,NESR,6:05:00,BMO,NESR,11/13/2025,1395.1,6000,6/5/2017,99866612,13.97,6.89,102.80%,Energy,Oil & Gas Equipment & Services,USA,11/12/2025,,11.98%,2,0.5,1000000,102.76
827,Integra Resources,11/12/2025,confirmed,0.12,-0.08,ITRG,16:54:00,AMC,ITRG,11/12/2025,549.3,46,12/5/2017,169001790,3.25,1.67,94.60%,Basic Materials,Other Precious Metals & Mining,Canada,11/12/2025,,11.98%,2,0.5,1000000,94.61
937,United States Antimony,11/12/2025,confirmed,0.01,-0.01,UAMY,16:00:00,AMC,UAMY,11/12/2025,1058.3,62,9/4/1996,138878411,7.62,4.01,90.00%,Basic Materials,Other Industrial Metals & Mining,USA,11/12/2025,,11.98%,2,0.5,1000000,90.02
840,Oruka Therapeutics,11/12/2025,confirmed,-0.54,-1.46,ORKA,16:00:00,AMC,ORKA,11/12/2025,1369.3,28,9/3/2024,48384150,28.3,15.33,84.60%,Healthcare,Biotechnology,USA,11/12/2025,,11.98%,2,0.5,1000000,84.61
752,Pelthos Therapeutics,11/13/2025,confirmed,-0.67,,PTHS,6:45:00,BMO,PTHS,11/13/2025,106.2,11,2/16/2024,3061681,34.68,18.96,82.90%,Healthcare,Biotechnology,USA,11/12/2025,,11.98%,2,0.5,1000000,82.91
923,Aqua Metals,11/12/2025,confirmed,,-7.64,AQMS,16:05:00,AMC,AQMS,11/12/2025,22.7,11,7/31/2015,2982762,7.61,4.22,80.30%,Industrials,Waste Management,USA,11/12/2025,,11.98%,2,0.5,1000000,80.33
718,Ballard Power Systems,11/13/2025,confirmed,-0.11,-0.68,BLDP,7:30:00,BMO,BLDP,11/13/2025,958.8,887,11/8/1995,300577740,3.19,1.83,74.30%,Industrials,Electrical Equipment & Parts,Canada,11/12/2025,,11.98%,2,0.5,1000000,74.32
824,i-80 Gold,11/12/2025,confirmed,,-0.08,IAUX,17:08:00,AMC,IAUX,11/12/2025,815.1,109,4/21/2021,816047291,0.9989,0.5792,72.50%,Basic Materials,Gold,USA,11/12/2025,,11.98%,2,0.5,1000000,72.46
845,iBio,11/12/2025,confirmed,-0.07,-0.46,IBIO,16:00:00,AMC,IBIO,11/12/2025,25.3,20,8/19/2008,20254599,1.25,0.729,71.50%,Healthcare,Biotechnology,USA,11/12/2025,,11.98%,2,0.5,1000000,71.47
781,Gulf Island Fabrication,11/12/2025,confirmed,0.14,0.14,GIFI,16:05:00,AMC,GIFI,11/12/2025,188.5,755,4/4/1997,15998611,11.78,6.88,71.20%,Industrials,Metal Fabrication,USA,11/12/2025,,11.98%,2,0.5,1000000,71.22
782,Kore Group Holdings,11/12/2025,confirmed,-0.47,-1,KORE,16:05:00,AMC,KORE,11/12/2025,70.8,539,10/1/2021,17493073,4.05,2.38,70.20%,Communication Services,Telecom Services,USA,11/12/2025,,11.98%,2,0.5,1000000,70.17
853,Draganfly,11/12/2025,confirmed,-0.19,-0.81,DPRO,16:37:00,AMC,DPRO,11/12/2025,199.5,54,11/25/2019,25581802,7.8,4.63,68.50%,Industrials,Aerospace & Defense,Canada,11/12/2025,,11.98%,2,0.5,1000000,68.47
